coach_a,coach_b,team,year,edge_weight,edge_type
1426,630,Arizona Cardinals,2024,1,costaff
1426,1539,Arizona Cardinals,2024,1,costaff
1426,1540,Arizona Cardinals,2024,1,costaff
630,1539,Arizona Cardinals,2024,1,costaff
630,1540,Arizona Cardinals,2024,1,costaff
1539,1540,Arizona Cardinals,2024,1,costaff
1519,1106,Arizona Cardinals,2025,1,costaff
1519,1520,Arizona Cardinals,2025,1,costaff
1519,1521,Arizona Cardinals,2025,1,costaff
1519,1412,Arizona Cardinals,2025,1,costaff
1519,1522,Arizona Cardinals,2025,1,costaff
1519,1426,Arizona Cardinals,2025,1,costaff
1519,630,Arizona Cardinals,2025,1,costaff
1106,1520,Arizona Cardinals,2025,1,costaff
1106,1521,Arizona Cardinals,2025,1,costaff
1106,1412,Arizona Cardinals,2025,1,costaff
1106,1522,Arizona Cardinals,2025,1,costaff
1106,1426,Arizona Cardinals,2025,1,costaff
1106,630,Arizona Cardinals,2025,1,costaff
1520,1521,Arizona Cardinals,2025,1,costaff
1520,1412,Arizona Cardinals,2025,1,costaff
1520,1522,Arizona Cardinals,2025,1,costaff
1520,1426,Arizona Cardinals,2025,1,costaff
1520,630,Arizona Cardinals,2025,1,costaff
1521,1412,Arizona Cardinals,2025,1,costaff
1521,1522,Arizona Cardinals,2025,1,costaff
1521,1426,Arizona Cardinals,2025,1,costaff
1521,630,Arizona Cardinals,2025,1,costaff
1412,1522,Arizona Cardinals,2025,1,costaff
1412,1426,Arizona Cardinals,2025,1,costaff
1412,630,Arizona Cardinals,2025,1,costaff
1522,1426,Arizona Cardinals,2025,1,costaff
1522,630,Arizona Cardinals,2025,1,costaff
1426,630,Arizona Cardinals,2025,1,costaff
455,603,Atlanta Falcons,1980,1,costaff
603,455,Atlanta Falcons,1981,1,costaff
455,603,Atlanta Falcons,1982,1,costaff
117,336,Atlanta Falcons,1983,1,costaff
117,609,Atlanta Falcons,1983,1,costaff
336,609,Atlanta Falcons,1983,1,costaff
117,336,Atlanta Falcons,1984,1,costaff
117,609,Atlanta Falcons,1984,1,costaff
336,609,Atlanta Falcons,1984,1,costaff
617,336,Atlanta Falcons,1985,1,costaff
617,609,Atlanta Falcons,1985,1,costaff
617,117,Atlanta Falcons,1985,1,costaff
336,609,Atlanta Falcons,1985,1,costaff
336,117,Atlanta Falcons,1985,1,costaff
609,117,Atlanta Falcons,1985,1,costaff
202,233,Atlanta Falcons,1986,1,costaff
202,117,Atlanta Falcons,1986,1,costaff
233,117,Atlanta Falcons,1986,1,costaff
202,607,Atlanta Falcons,1987,1,costaff
202,357,Atlanta Falcons,1987,1,costaff
202,606,Atlanta Falcons,1987,1,costaff
202,204,Atlanta Falcons,1987,1,costaff
607,357,Atlanta Falcons,1987,1,costaff
607,606,Atlanta Falcons,1987,1,costaff
607,204,Atlanta Falcons,1987,1,costaff
357,606,Atlanta Falcons,1987,1,costaff
357,204,Atlanta Falcons,1987,1,costaff
606,204,Atlanta Falcons,1987,1,costaff
606,204,Atlanta Falcons,1988,1,costaff
606,357,Atlanta Falcons,1988,1,costaff
606,607,Atlanta Falcons,1988,1,costaff
606,202,Atlanta Falcons,1988,1,costaff
204,357,Atlanta Falcons,1988,1,costaff
204,607,Atlanta Falcons,1988,1,costaff
204,202,Atlanta Falcons,1988,1,costaff
357,607,Atlanta Falcons,1988,1,costaff
357,202,Atlanta Falcons,1988,1,costaff
607,202,Atlanta Falcons,1988,1,costaff
606,204,Atlanta Falcons,1989,1,costaff
606,357,Atlanta Falcons,1989,1,costaff
606,607,Atlanta Falcons,1989,1,costaff
606,202,Atlanta Falcons,1989,1,costaff
204,357,Atlanta Falcons,1989,1,costaff
204,607,Atlanta Falcons,1989,1,costaff
204,202,Atlanta Falcons,1989,1,costaff
357,607,Atlanta Falcons,1989,1,costaff
357,202,Atlanta Falcons,1989,1,costaff
607,202,Atlanta Falcons,1989,1,costaff
511,216,Atlanta Falcons,1990,1,costaff
511,603,Atlanta Falcons,1990,1,costaff
216,603,Atlanta Falcons,1990,1,costaff
511,602,Atlanta Falcons,1991,1,costaff
511,603,Atlanta Falcons,1991,1,costaff
602,603,Atlanta Falcons,1991,1,costaff
511,602,Atlanta Falcons,1992,1,costaff
511,603,Atlanta Falcons,1992,1,costaff
602,603,Atlanta Falcons,1992,1,costaff
511,602,Atlanta Falcons,1993,1,costaff
511,603,Atlanta Falcons,1993,1,costaff
602,603,Atlanta Falcons,1993,1,costaff
102,608,Atlanta Falcons,1994,1,costaff
102,374,Atlanta Falcons,1994,1,costaff
102,601,Atlanta Falcons,1994,1,costaff
102,602,Atlanta Falcons,1994,1,costaff
608,374,Atlanta Falcons,1994,1,costaff
608,601,Atlanta Falcons,1994,1,costaff
608,602,Atlanta Falcons,1994,1,costaff
374,601,Atlanta Falcons,1994,1,costaff
374,602,Atlanta Falcons,1994,1,costaff
601,602,Atlanta Falcons,1994,1,costaff
32,601,Atlanta Falcons,1996,1,costaff
32,602,Atlanta Falcons,1996,1,costaff
32,102,Atlanta Falcons,1996,1,costaff
32,604,Atlanta Falcons,1996,1,costaff
601,602,Atlanta Falcons,1996,1,costaff
601,102,Atlanta Falcons,1996,1,costaff
601,604,Atlanta Falcons,1996,1,costaff
602,102,Atlanta Falcons,1996,1,costaff
602,604,Atlanta Falcons,1996,1,costaff
102,604,Atlanta Falcons,1996,1,costaff
239,423,Atlanta Falcons,1997,1,costaff
239,156,Atlanta Falcons,1997,1,costaff
239,50,Atlanta Falcons,1997,1,costaff
239,555,Atlanta Falcons,1997,1,costaff
239,611,Atlanta Falcons,1997,1,costaff
239,612,Atlanta Falcons,1997,1,costaff
423,156,Atlanta Falcons,1997,1,costaff
423,50,Atlanta Falcons,1997,1,costaff
423,555,Atlanta Falcons,1997,1,costaff
423,611,Atlanta Falcons,1997,1,costaff
423,612,Atlanta Falcons,1997,1,costaff
156,50,Atlanta Falcons,1997,1,costaff
156,555,Atlanta Falcons,1997,1,costaff
156,611,Atlanta Falcons,1997,1,costaff
156,612,Atlanta Falcons,1997,1,costaff
50,555,Atlanta Falcons,1997,1,costaff
50,611,Atlanta Falcons,1997,1,costaff
50,612,Atlanta Falcons,1997,1,costaff
555,611,Atlanta Falcons,1997,1,costaff
555,612,Atlanta Falcons,1997,1,costaff
611,612,Atlanta Falcons,1997,1,costaff
612,557,Atlanta Falcons,1998,1,costaff
612,239,Atlanta Falcons,1998,1,costaff
612,156,Atlanta Falcons,1998,1,costaff
612,50,Atlanta Falcons,1998,1,costaff
612,555,Atlanta Falcons,1998,1,costaff
557,239,Atlanta Falcons,1998,1,costaff
557,156,Atlanta Falcons,1998,1,costaff
557,50,Atlanta Falcons,1998,1,costaff
557,555,Atlanta Falcons,1998,1,costaff
239,156,Atlanta Falcons,1998,1,costaff
239,50,Atlanta Falcons,1998,1,costaff
239,555,Atlanta Falcons,1998,1,costaff
156,50,Atlanta Falcons,1998,1,costaff
156,555,Atlanta Falcons,1998,1,costaff
50,555,Atlanta Falcons,1998,1,costaff
555,612,Atlanta Falcons,1999,1,costaff
555,557,Atlanta Falcons,1999,1,costaff
555,239,Atlanta Falcons,1999,1,costaff
555,156,Atlanta Falcons,1999,1,costaff
555,50,Atlanta Falcons,1999,1,costaff
612,557,Atlanta Falcons,1999,1,costaff
612,239,Atlanta Falcons,1999,1,costaff
612,156,Atlanta Falcons,1999,1,costaff
612,50,Atlanta Falcons,1999,1,costaff
557,239,Atlanta Falcons,1999,1,costaff
557,156,Atlanta Falcons,1999,1,costaff
557,50,Atlanta Falcons,1999,1,costaff
239,156,Atlanta Falcons,1999,1,costaff
239,50,Atlanta Falcons,1999,1,costaff
156,50,Atlanta Falcons,1999,1,costaff
560,557,Atlanta Falcons,2000,1,costaff
560,239,Atlanta Falcons,2000,1,costaff
560,156,Atlanta Falcons,2000,1,costaff
560,50,Atlanta Falcons,2000,1,costaff
560,555,Atlanta Falcons,2000,1,costaff
557,239,Atlanta Falcons,2000,1,costaff
557,156,Atlanta Falcons,2000,1,costaff
557,50,Atlanta Falcons,2000,1,costaff
557,555,Atlanta Falcons,2000,1,costaff
239,156,Atlanta Falcons,2000,1,costaff
239,50,Atlanta Falcons,2000,1,costaff
239,555,Atlanta Falcons,2000,1,costaff
156,50,Atlanta Falcons,2000,1,costaff
156,555,Atlanta Falcons,2000,1,costaff
50,555,Atlanta Falcons,2000,1,costaff
560,40,Atlanta Falcons,2001,1,costaff
560,557,Atlanta Falcons,2001,1,costaff
560,239,Atlanta Falcons,2001,1,costaff
560,50,Atlanta Falcons,2001,1,costaff
560,555,Atlanta Falcons,2001,1,costaff
40,557,Atlanta Falcons,2001,1,costaff
40,239,Atlanta Falcons,2001,1,costaff
40,50,Atlanta Falcons,2001,1,costaff
40,555,Atlanta Falcons,2001,1,costaff
557,239,Atlanta Falcons,2001,1,costaff
557,50,Atlanta Falcons,2001,1,costaff
557,555,Atlanta Falcons,2001,1,costaff
239,50,Atlanta Falcons,2001,1,costaff
239,555,Atlanta Falcons,2001,1,costaff
50,555,Atlanta Falcons,2001,1,costaff
50,555,Atlanta Falcons,2002,1,costaff
50,557,Atlanta Falcons,2002,1,costaff
50,21,Atlanta Falcons,2002,1,costaff
50,318,Atlanta Falcons,2002,1,costaff
555,557,Atlanta Falcons,2002,1,costaff
555,21,Atlanta Falcons,2002,1,costaff
555,318,Atlanta Falcons,2002,1,costaff
557,21,Atlanta Falcons,2002,1,costaff
557,318,Atlanta Falcons,2002,1,costaff
21,318,Atlanta Falcons,2002,1,costaff
318,21,Atlanta Falcons,2003,1,costaff
318,610,Atlanta Falcons,2003,1,costaff
318,611,Atlanta Falcons,2003,1,costaff
318,50,Atlanta Falcons,2003,1,costaff
318,555,Atlanta Falcons,2003,1,costaff
21,610,Atlanta Falcons,2003,1,costaff
21,611,Atlanta Falcons,2003,1,costaff
21,50,Atlanta Falcons,2003,1,costaff
21,555,Atlanta Falcons,2003,1,costaff
610,611,Atlanta Falcons,2003,1,costaff
610,50,Atlanta Falcons,2003,1,costaff
610,555,Atlanta Falcons,2003,1,costaff
611,50,Atlanta Falcons,2003,1,costaff
611,555,Atlanta Falcons,2003,1,costaff
50,555,Atlanta Falcons,2003,1,costaff
17,277,Atlanta Falcons,2004,1,costaff
17,318,Atlanta Falcons,2004,1,costaff
17,319,Atlanta Falcons,2004,1,costaff
17,320,Atlanta Falcons,2004,1,costaff
17,191,Atlanta Falcons,2004,1,costaff
17,321,Atlanta Falcons,2004,1,costaff
277,318,Atlanta Falcons,2004,1,costaff
277,319,Atlanta Falcons,2004,1,costaff
277,320,Atlanta Falcons,2004,1,costaff
277,191,Atlanta Falcons,2004,1,costaff
277,321,Atlanta Falcons,2004,1,costaff
318,319,Atlanta Falcons,2004,1,costaff
318,320,Atlanta Falcons,2004,1,costaff
318,191,Atlanta Falcons,2004,1,costaff
318,321,Atlanta Falcons,2004,1,costaff
319,320,Atlanta Falcons,2004,1,costaff
319,191,Atlanta Falcons,2004,1,costaff
319,321,Atlanta Falcons,2004,1,costaff
320,191,Atlanta Falcons,2004,1,costaff
320,321,Atlanta Falcons,2004,1,costaff
191,321,Atlanta Falcons,2004,1,costaff
277,318,Atlanta Falcons,2005,1,costaff
277,319,Atlanta Falcons,2005,1,costaff
277,320,Atlanta Falcons,2005,1,costaff
277,191,Atlanta Falcons,2005,1,costaff
277,17,Atlanta Falcons,2005,1,costaff
318,319,Atlanta Falcons,2005,1,costaff
318,320,Atlanta Falcons,2005,1,costaff
318,191,Atlanta Falcons,2005,1,costaff
318,17,Atlanta Falcons,2005,1,costaff
319,320,Atlanta Falcons,2005,1,costaff
319,191,Atlanta Falcons,2005,1,costaff
319,17,Atlanta Falcons,2005,1,costaff
320,191,Atlanta Falcons,2005,1,costaff
320,17,Atlanta Falcons,2005,1,costaff
191,17,Atlanta Falcons,2005,1,costaff
604,319,Atlanta Falcons,2006,1,costaff
604,191,Atlanta Falcons,2006,1,costaff
604,849,Atlanta Falcons,2006,1,costaff
319,191,Atlanta Falcons,2006,1,costaff
319,849,Atlanta Falcons,2006,1,costaff
191,849,Atlanta Falcons,2006,1,costaff
271,630,Atlanta Falcons,2007,1,costaff
271,264,Atlanta Falcons,2007,1,costaff
271,192,Atlanta Falcons,2007,1,costaff
271,1571,Atlanta Falcons,2007,1,costaff
271,1255,Atlanta Falcons,2007,1,costaff
271,1312,Atlanta Falcons,2007,1,costaff
630,264,Atlanta Falcons,2007,1,costaff
630,192,Atlanta Falcons,2007,1,costaff
630,1571,Atlanta Falcons,2007,1,costaff
630,1255,Atlanta Falcons,2007,1,costaff
630,1312,Atlanta Falcons,2007,1,costaff
264,192,Atlanta Falcons,2007,1,costaff
264,1571,Atlanta Falcons,2007,1,costaff
264,1255,Atlanta Falcons,2007,1,costaff
264,1312,Atlanta Falcons,2007,1,costaff
192,1571,Atlanta Falcons,2007,1,costaff
192,1255,Atlanta Falcons,2007,1,costaff
192,1312,Atlanta Falcons,2007,1,costaff
1571,1255,Atlanta Falcons,2007,1,costaff
1571,1312,Atlanta Falcons,2007,1,costaff
1255,1312,Atlanta Falcons,2007,1,costaff
760,1525,Atlanta Falcons,2008,1,costaff
760,1570,Atlanta Falcons,2008,1,costaff
760,1524,Atlanta Falcons,2008,1,costaff
760,854,Atlanta Falcons,2008,1,costaff
760,170,Atlanta Falcons,2008,1,costaff
760,445,Atlanta Falcons,2008,1,costaff
760,1173,Atlanta Falcons,2008,1,costaff
1525,1570,Atlanta Falcons,2008,1,costaff
1525,1524,Atlanta Falcons,2008,1,costaff
1525,854,Atlanta Falcons,2008,1,costaff
1525,170,Atlanta Falcons,2008,1,costaff
1525,445,Atlanta Falcons,2008,1,costaff
1525,1173,Atlanta Falcons,2008,1,costaff
1570,1524,Atlanta Falcons,2008,1,costaff
1570,854,Atlanta Falcons,2008,1,costaff
1570,170,Atlanta Falcons,2008,1,costaff
1570,445,Atlanta Falcons,2008,1,costaff
1570,1173,Atlanta Falcons,2008,1,costaff
1524,854,Atlanta Falcons,2008,1,costaff
1524,170,Atlanta Falcons,2008,1,costaff
1524,445,Atlanta Falcons,2008,1,costaff
1524,1173,Atlanta Falcons,2008,1,costaff
854,170,Atlanta Falcons,2008,1,costaff
854,445,Atlanta Falcons,2008,1,costaff
854,1173,Atlanta Falcons,2008,1,costaff
170,445,Atlanta Falcons,2008,1,costaff
170,1173,Atlanta Falcons,2008,1,costaff
445,1173,Atlanta Falcons,2008,1,costaff
1173,445,Atlanta Falcons,2009,1,costaff
1173,1525,Atlanta Falcons,2009,1,costaff
1173,760,Atlanta Falcons,2009,1,costaff
1173,1570,Atlanta Falcons,2009,1,costaff
1173,1524,Atlanta Falcons,2009,1,costaff
1173,854,Atlanta Falcons,2009,1,costaff
1173,170,Atlanta Falcons,2009,1,costaff
445,1525,Atlanta Falcons,2009,1,costaff
445,760,Atlanta Falcons,2009,1,costaff
445,1570,Atlanta Falcons,2009,1,costaff
445,1524,Atlanta Falcons,2009,1,costaff
445,854,Atlanta Falcons,2009,1,costaff
445,170,Atlanta Falcons,2009,1,costaff
1525,760,Atlanta Falcons,2009,1,costaff
1525,1570,Atlanta Falcons,2009,1,costaff
1525,1524,Atlanta Falcons,2009,1,costaff
1525,854,Atlanta Falcons,2009,1,costaff
1525,170,Atlanta Falcons,2009,1,costaff
760,1570,Atlanta Falcons,2009,1,costaff
760,1524,Atlanta Falcons,2009,1,costaff
760,854,Atlanta Falcons,2009,1,costaff
760,170,Atlanta Falcons,2009,1,costaff
1570,1524,Atlanta Falcons,2009,1,costaff
1570,854,Atlanta Falcons,2009,1,costaff
1570,170,Atlanta Falcons,2009,1,costaff
1524,854,Atlanta Falcons,2009,1,costaff
1524,170,Atlanta Falcons,2009,1,costaff
854,170,Atlanta Falcons,2009,1,costaff
1525,1130,Atlanta Falcons,2010,1,costaff
1525,1173,Atlanta Falcons,2010,1,costaff
1525,170,Atlanta Falcons,2010,1,costaff
1525,760,Atlanta Falcons,2010,1,costaff
1525,1523,Atlanta Falcons,2010,1,costaff
1525,1524,Atlanta Falcons,2010,1,costaff
1525,854,Atlanta Falcons,2010,1,costaff
1130,1173,Atlanta Falcons,2010,1,costaff
1130,170,Atlanta Falcons,2010,1,costaff
1130,760,Atlanta Falcons,2010,1,costaff
1130,1523,Atlanta Falcons,2010,1,costaff
1130,1524,Atlanta Falcons,2010,1,costaff
1130,854,Atlanta Falcons,2010,1,costaff
1173,170,Atlanta Falcons,2010,1,costaff
1173,760,Atlanta Falcons,2010,1,costaff
1173,1523,Atlanta Falcons,2010,1,costaff
1173,1524,Atlanta Falcons,2010,1,costaff
1173,854,Atlanta Falcons,2010,1,costaff
170,760,Atlanta Falcons,2010,1,costaff
170,1523,Atlanta Falcons,2010,1,costaff
170,1524,Atlanta Falcons,2010,1,costaff
170,854,Atlanta Falcons,2010,1,costaff
760,1523,Atlanta Falcons,2010,1,costaff
760,1524,Atlanta Falcons,2010,1,costaff
760,854,Atlanta Falcons,2010,1,costaff
1523,1524,Atlanta Falcons,2010,1,costaff
1523,854,Atlanta Falcons,2010,1,costaff
1524,854,Atlanta Falcons,2010,1,costaff
760,1523,Atlanta Falcons,2011,1,costaff
760,1524,Atlanta Falcons,2011,1,costaff
760,1525,Atlanta Falcons,2011,1,costaff
760,854,Atlanta Falcons,2011,1,costaff
760,170,Atlanta Falcons,2011,1,costaff
760,1173,Atlanta Falcons,2011,1,costaff
1523,1524,Atlanta Falcons,2011,1,costaff
1523,1525,Atlanta Falcons,2011,1,costaff
1523,854,Atlanta Falcons,2011,1,costaff
1523,170,Atlanta Falcons,2011,1,costaff
1523,1173,Atlanta Falcons,2011,1,costaff
1524,1525,Atlanta Falcons,2011,1,costaff
1524,854,Atlanta Falcons,2011,1,costaff
1524,170,Atlanta Falcons,2011,1,costaff
1524,1173,Atlanta Falcons,2011,1,costaff
1525,854,Atlanta Falcons,2011,1,costaff
1525,170,Atlanta Falcons,2011,1,costaff
1525,1173,Atlanta Falcons,2011,1,costaff
854,170,Atlanta Falcons,2011,1,costaff
854,1173,Atlanta Falcons,2011,1,costaff
170,1173,Atlanta Falcons,2011,1,costaff
1525,760,Atlanta Falcons,2012,1,costaff
1525,1523,Atlanta Falcons,2012,1,costaff
1525,51,Atlanta Falcons,2012,1,costaff
1525,1536,Atlanta Falcons,2012,1,costaff
1525,774,Atlanta Falcons,2012,1,costaff
1525,1173,Atlanta Falcons,2012,1,costaff
760,1523,Atlanta Falcons,2012,1,costaff
760,51,Atlanta Falcons,2012,1,costaff
760,1536,Atlanta Falcons,2012,1,costaff
760,774,Atlanta Falcons,2012,1,costaff
760,1173,Atlanta Falcons,2012,1,costaff
1523,51,Atlanta Falcons,2012,1,costaff
1523,1536,Atlanta Falcons,2012,1,costaff
1523,774,Atlanta Falcons,2012,1,costaff
1523,1173,Atlanta Falcons,2012,1,costaff
51,1536,Atlanta Falcons,2012,1,costaff
51,774,Atlanta Falcons,2012,1,costaff
51,1173,Atlanta Falcons,2012,1,costaff
1536,774,Atlanta Falcons,2012,1,costaff
1536,1173,Atlanta Falcons,2012,1,costaff
774,1173,Atlanta Falcons,2012,1,costaff
760,1523,Atlanta Falcons,2013,1,costaff
760,51,Atlanta Falcons,2013,1,costaff
760,1525,Atlanta Falcons,2013,1,costaff
760,774,Atlanta Falcons,2013,1,costaff
760,282,Atlanta Falcons,2013,1,costaff
760,1173,Atlanta Falcons,2013,1,costaff
1523,51,Atlanta Falcons,2013,1,costaff
1523,1525,Atlanta Falcons,2013,1,costaff
1523,774,Atlanta Falcons,2013,1,costaff
1523,282,Atlanta Falcons,2013,1,costaff
1523,1173,Atlanta Falcons,2013,1,costaff
51,1525,Atlanta Falcons,2013,1,costaff
51,774,Atlanta Falcons,2013,1,costaff
51,282,Atlanta Falcons,2013,1,costaff
51,1173,Atlanta Falcons,2013,1,costaff
1525,774,Atlanta Falcons,2013,1,costaff
1525,282,Atlanta Falcons,2013,1,costaff
1525,1173,Atlanta Falcons,2013,1,costaff
774,282,Atlanta Falcons,2013,1,costaff
774,1173,Atlanta Falcons,2013,1,costaff
282,1173,Atlanta Falcons,2013,1,costaff
760,1534,Atlanta Falcons,2014,1,costaff
760,51,Atlanta Falcons,2014,1,costaff
760,1525,Atlanta Falcons,2014,1,costaff
760,774,Atlanta Falcons,2014,1,costaff
760,282,Atlanta Falcons,2014,1,costaff
760,1173,Atlanta Falcons,2014,1,costaff
1534,51,Atlanta Falcons,2014,1,costaff
1534,1525,Atlanta Falcons,2014,1,costaff
1534,774,Atlanta Falcons,2014,1,costaff
1534,282,Atlanta Falcons,2014,1,costaff
1534,1173,Atlanta Falcons,2014,1,costaff
51,1525,Atlanta Falcons,2014,1,costaff
51,774,Atlanta Falcons,2014,1,costaff
51,282,Atlanta Falcons,2014,1,costaff
51,1173,Atlanta Falcons,2014,1,costaff
1525,774,Atlanta Falcons,2014,1,costaff
1525,282,Atlanta Falcons,2014,1,costaff
1525,1173,Atlanta Falcons,2014,1,costaff
774,282,Atlanta Falcons,2014,1,costaff
774,1173,Atlanta Falcons,2014,1,costaff
282,1173,Atlanta Falcons,2014,1,costaff
440,760,Atlanta Falcons,2015,1,costaff
440,619,Atlanta Falcons,2015,1,costaff
440,590,Atlanta Falcons,2015,1,costaff
440,547,Atlanta Falcons,2015,1,costaff
440,1204,Atlanta Falcons,2015,1,costaff
440,783,Atlanta Falcons,2015,1,costaff
440,497,Atlanta Falcons,2015,1,costaff
760,619,Atlanta Falcons,2015,1,costaff
760,590,Atlanta Falcons,2015,1,costaff
760,547,Atlanta Falcons,2015,1,costaff
760,1204,Atlanta Falcons,2015,1,costaff
760,783,Atlanta Falcons,2015,1,costaff
760,497,Atlanta Falcons,2015,1,costaff
619,590,Atlanta Falcons,2015,1,costaff
619,547,Atlanta Falcons,2015,1,costaff
619,1204,Atlanta Falcons,2015,1,costaff
619,783,Atlanta Falcons,2015,1,costaff
619,497,Atlanta Falcons,2015,1,costaff
590,547,Atlanta Falcons,2015,1,costaff
590,1204,Atlanta Falcons,2015,1,costaff
590,783,Atlanta Falcons,2015,1,costaff
590,497,Atlanta Falcons,2015,1,costaff
547,1204,Atlanta Falcons,2015,1,costaff
547,783,Atlanta Falcons,2015,1,costaff
547,497,Atlanta Falcons,2015,1,costaff
1204,783,Atlanta Falcons,2015,1,costaff
1204,497,Atlanta Falcons,2015,1,costaff
783,497,Atlanta Falcons,2015,1,costaff
760,746,Atlanta Falcons,2016,1,costaff
760,440,Atlanta Falcons,2016,1,costaff
760,590,Atlanta Falcons,2016,1,costaff
760,547,Atlanta Falcons,2016,1,costaff
760,1204,Atlanta Falcons,2016,1,costaff
760,783,Atlanta Falcons,2016,1,costaff
760,497,Atlanta Falcons,2016,1,costaff
746,440,Atlanta Falcons,2016,1,costaff
746,590,Atlanta Falcons,2016,1,costaff
746,547,Atlanta Falcons,2016,1,costaff
746,1204,Atlanta Falcons,2016,1,costaff
746,783,Atlanta Falcons,2016,1,costaff
746,497,Atlanta Falcons,2016,1,costaff
440,590,Atlanta Falcons,2016,1,costaff
440,547,Atlanta Falcons,2016,1,costaff
440,1204,Atlanta Falcons,2016,1,costaff
440,783,Atlanta Falcons,2016,1,costaff
440,497,Atlanta Falcons,2016,1,costaff
590,547,Atlanta Falcons,2016,1,costaff
590,1204,Atlanta Falcons,2016,1,costaff
590,783,Atlanta Falcons,2016,1,costaff
590,497,Atlanta Falcons,2016,1,costaff
547,1204,Atlanta Falcons,2016,1,costaff
547,783,Atlanta Falcons,2016,1,costaff
547,497,Atlanta Falcons,2016,1,costaff
1204,783,Atlanta Falcons,2016,1,costaff
1204,497,Atlanta Falcons,2016,1,costaff
783,497,Atlanta Falcons,2016,1,costaff
1529,760,Atlanta Falcons,2017,1,costaff
1529,1530,Atlanta Falcons,2017,1,costaff
1529,746,Atlanta Falcons,2017,1,costaff
1529,512,Atlanta Falcons,2017,1,costaff
1529,1528,Atlanta Falcons,2017,1,costaff
1529,1204,Atlanta Falcons,2017,1,costaff
1529,783,Atlanta Falcons,2017,1,costaff
1529,497,Atlanta Falcons,2017,1,costaff
760,1530,Atlanta Falcons,2017,1,costaff
760,746,Atlanta Falcons,2017,1,costaff
