Team,Year,Role,Name
Buffalo Bills,1991,President,Ralph Wilson
Buffalo Bills,1991,Vice president of administration/general manager,Bill Polian
Buffalo Bills,1991,Assistant general manager/director of pro personnel,Bob Ferguson
Buffalo Bills,1991,Director of player personnel,John Butler
Buffalo Bills,1991,Assistant director/collegiate scouting,A. J. Smith
Buffalo Bills,1991,Vice president for football operations/head coach,Marv Levy
Buffalo Bills,1991,Administrative assistant to the head coach,Chuck Lester
Buffalo Bills,1991,Offensive coordinator,Ted Marchibroda
Buffalo Bills,1991,Running backs,Elijah Pitts
Buffalo Bills,1991,Receivers,Nick Nicolau
Buffalo Bills,1991,Offensive quality control/tight ends,Don Lawrence
Buffalo Bills,1991,Offensive line,Tom Bresnahan
Buffalo Bills,1991,Defensive coordinator/linebackers,Walt Corey
Buffalo Bills,1991,Defensive line,Chuck Dickerson
Buffalo Bills,1991,Defensive backs,Dick Roach
Buffalo Bills,1991,Defensive quality control,Chuck Lester
Buffalo Bills,1991,Special teams,Bruce DeHaven
Buffalo Bills,1991,Strength and conditioning coordinator,Rusty Jones
Buffalo Bills,1996,Owner/President,Ralph Wilson
Buffalo Bills,1996,Executive vice president of administration/general manager,John Butler
Buffalo Bills,1996,Assistant general manager/director of pro personnel,Bob Ferguson
Buffalo Bills,1996,Director of player personnel,Dwight Adams
Buffalo Bills,1996,Assistant director/collegiate scouting,A. J. Smith
Buffalo Bills,1996,Alumni Relations / Director of Player Development,Jerry Butler
Buffalo Bills,1996,Vice president for football operations/head coach,Marv Levy
Buffalo Bills,1996,Assistant Head Coach,Elijah Pitts
Buffalo Bills,1996,Administrative assistant to the head coach,Chuck Lester
Buffalo Bills,1996,Offensive coordinator/offensive line,Tom Bresnahan
Buffalo Bills,1996,Quarterbacks,Jim Shofner
Buffalo Bills,1996,Running backs,Elijah Pitts
Buffalo Bills,1996,Receivers,Charlie Joiner
Buffalo Bills,1996,Offensive quality control/tight ends,Don Lawrence
Buffalo Bills,1996,Defensive line,Don Sekanovich
Buffalo Bills,1996,Linebackers,Ted Cottrell
Buffalo Bills,1996,Assistant linebackers coach,Chuck Lester
Buffalo Bills,1996,Defensive backs,Dick Roach
Buffalo Bills,1996,Special teams,Bruce DeHaven
Buffalo Bills,1996,Strength and conditioning coordinator,Rusty Jones
Buffalo Bills,1999,President,Ralph Wilson
Buffalo Bills,1999,Executive vice–president/general manager,John Butler
Buffalo Bills,1999,Vice–president of football operations,Wade Phillips
Buffalo Bills,1999,Director of pro personnel,A. J. Smith
Buffalo Bills,1999,Director of player personnel,Dwight Adams
Buffalo Bills,1999,Head coach,Wade Phillips
Buffalo Bills,1999,Assistant to the head coach,Max Bowman
Buffalo Bills,1999,Offensive coordinator,Joe Pendry
Buffalo Bills,1999,Quarterbacks,Turk Schonert
Buffalo Bills,1999,Running backs,Bishop Harris
Buffalo Bills,1999,Receivers,Charlie Joiner
Buffalo Bills,1999,Tight ends,Max Bowman
Buffalo Bills,1999,Offensive line,Carl Mauck
Buffalo Bills,1999,Offensive quality control,Chris Dickson
Buffalo Bills,1999,Defensive coordinator,Ted Cottrell
Buffalo Bills,1999,Defensive line,John Levra
Buffalo Bills,1999,Linebackers,Chuck Lester
Buffalo Bills,1999,Defensive backs,Bill Bradley
Buffalo Bills,1999,Special teams,Bruce DeHaven
Buffalo Bills,1999,Strength and conditioning coordinator,Rusty Jones
Buffalo Bills,1998,President,Ralph Wilson
Buffalo Bills,1998,Executive vice–president/general manager,John Butler
Buffalo Bills,1998,Vice–president of football operations,Wade Phillips
Buffalo Bills,1998,Director of pro personnel,A. J. Smith
Buffalo Bills,1998,Director of player personnel,Dwight Adams
Buffalo Bills,1998,Head coach,Wade Phillips
Buffalo Bills,1998,Assistant to the Head Coach,Max Bowman
Buffalo Bills,1998,Offensive coordinator,Joe Pendry
Buffalo Bills,1998,Quarterbacks,Turk Schonert
Buffalo Bills,1998,Running backs,Bishop Harris
Buffalo Bills,1998,Receivers,Charlie Joiner
Buffalo Bills,1998,Tight ends,Max Bowman
Buffalo Bills,1998,Offensive line,Carl Mauck
Buffalo Bills,1998,Offensive quality control,Chris Dickson
Buffalo Bills,1998,Defensive coordinator,Ted Cottrell
Buffalo Bills,1998,Defensive line,John Levra
Buffalo Bills,1998,Linebackers,Chuck Lester
Buffalo Bills,1998,Defensive backs,Bill Bradley
Buffalo Bills,1998,Special teams,Bruce DeHaven
Buffalo Bills,1998,Strength and conditioning Coordinator,Rusty Jones
Buffalo Bills,1995,President,Ralph Wilson
Buffalo Bills,1995,Executive Vice President and General Manager,John Butler
Buffalo Bills,1995,Vice President of Football Operations,Marv Levy
Buffalo Bills,1995,Director of Pro Personnel,A. J. Smith
Buffalo Bills,1995,Director of Player Personnel,Dwight Adams
Buffalo Bills,1995,Head Coach,Marv Levy
Buffalo Bills,1995,Assistant Head Coach,Elijah Pitts
Buffalo Bills,1995,Administrative Assistant to the Head Coach,Chuck Lester
Buffalo Bills,1995,Offensive Coordinator/Offensive Line,Tom Bresnahan
Buffalo Bills,1995,Quarterbacks,Jim Shofner
Buffalo Bills,1995,Running Backs,Elijah Pitts
Buffalo Bills,1995,Receivers,Charlie Joiner
Buffalo Bills,1995,Offensive Quality Control/Tight Ends,Don Lawrence
Buffalo Bills,1995,Defensive Coordinator,Wade Phillips
Buffalo Bills,1995,Defensive Line,Dan Sekanovich
Buffalo Bills,1995,Linebackers,Ted Cottrell
Buffalo Bills,1995,Assistant Linebackers,Chuck Lester
Buffalo Bills,1995,Defensive Backs,Dick Roach
Buffalo Bills,1995,Special Teams,Bruce DeHaven
Buffalo Bills,1995,Strength and Conditioning Coordinator,Rusty Jones
Carolina Panthers,1997,Owner/founder,Jerry Richardson
Carolina Panthers,1997,President,Mark Richardson
Carolina Panthers,1997,General manager,Bill Polian
Carolina Panthers,1997,Head coach,Dom Capers
Carolina Panthers,1997,Offensive coordinator,Joe Pendry
Carolina Panthers,1997,Quarterbacks,John Shoop
Carolina Panthers,1997,Running backs,Chick Harris
Carolina Panthers,1997,Wide receivers,Richard Williamson
Carolina Panthers,1997,Tight ends,Don Breaux
Carolina Panthers,1997,Offensive line,Jim McNally
Carolina Panthers,1997,Assistant offensive line,Blair Bush
Carolina Panthers,1997,Defensive coordinator,Vic Fangio
Carolina Panthers,1997,Defensive line,Ted Gill
Carolina Panthers,1997,Linebackers,Kevin Steele
Carolina Panthers,1997,Outside linebackers,Billy Davis
Carolina Panthers,1997,Defensive Backs (Secondary),George Catavolos
Carolina Panthers,1997,Defensive quality control,Greg Roman
Carolina Panthers,1997,Special teams,Brad Seely
Carolina Panthers,1997,Strength and conditioning,Chip Morton
Carolina Panthers,1998,Owner/founder,Jerry Richardson
Carolina Panthers,1998,President,Mark Richardson
Carolina Panthers,1998,Director of football operations,Marty Hurney
Carolina Panthers,1998,Director of player personnel,Jack Bushofsky
Carolina Panthers,1998,Head coach,Dom Capers
Carolina Panthers,1998,Offensive coordinator,Gil Haskell
Carolina Panthers,1998,Quarterbacks,John Shoop
Carolina Panthers,1998,Running backs,Chick Harris
Carolina Panthers,1998,Wide receivers,Richard Williamson
Carolina Panthers,1998,Tight ends,Don Breaux
Carolina Panthers,1998,Offensive line,Jim McNally
Carolina Panthers,1998,Offensive quality control,Greg Roman
Carolina Panthers,1998,Defensive coordinator,Vic Fangio
Carolina Panthers,1998,Defensive line,Ted Gill
Carolina Panthers,1998,Linebackers,Kevin Steele
Carolina Panthers,1998,Outside linebackers,Billy Davis
Carolina Panthers,1998,Defensive Backs (Secondary),Steve Shafer
Carolina Panthers,1998,Defensive assistant,Sam Mills
Carolina Panthers,1998,Defensive quality control/defensive backs,Brett Maxie
Carolina Panthers,1998,Special teams,Brad Seely
Carolina Panthers,1998,Strength and conditioning,Chip Morton
Carolina Panthers,1996,Owner/founder,Jerry Richardson
Carolina Panthers,1996,President,Mike McCormack
Carolina Panthers,1996,General manager,Bill Polian
Carolina Panthers,1996,Head coach,Dom Capers
Carolina Panthers,1996,Offensive coordinator,Joe Pendry
Carolina Panthers,1996,Running backs,Chick Harris
Carolina Panthers,1996,Wide receivers,Richard Williamson
Carolina Panthers,1996,Tight ends,Don Breaux
Carolina Panthers,1996,Offensive line,Jim McNally
Carolina Panthers,1996,Assistant offensive line,Blair Bush
Carolina Panthers,1996,Offensive quality control,John Shoop
Carolina Panthers,1996,Defensive coordinator,Vic Fangio
Carolina Panthers,1996,Defensive line,Ted Gill
Carolina Panthers,1996,Linebackers,Kevin Steele
Carolina Panthers,1996,Outside linebackers,Billy Davis
Carolina Panthers,1996,Defensive Backs (Secondary),George Catavolos
Carolina Panthers,1996,Defensive quality control,Greg Roman
Carolina Panthers,1996,Special teams,Brad Seely
Carolina Panthers,1996,Strength and conditioning,Chip Morton
Buffalo Bills,2001,Owner,Ralph Wilson
Buffalo Bills,2001,President and general manager,Tom Donahoe
Buffalo Bills,2001,Vice president of player personnel,Dwight Adams
Buffalo Bills,2001,Director of football operations,Tom Modrak
Buffalo Bills,2001,Director of pro personnel,John Guy
Buffalo Bills,2001,Head coach,Gregg Williams
Buffalo Bills,2001,Administrative assistant to the head coach,Chuck Lester
Buffalo Bills,2001,Offensive coordinator,Mike Sheppard
Buffalo Bills,2001,Quarterbacks,Steve Kragthorpe
Buffalo Bills,2001,Running backs,Steve Fairchild
Buffalo Bills,2001,Wide receivers,Fred Graves
Buffalo Bills,2001,Tight ends,Dan Neal
Buffalo Bills,2001,Offensive line,Ronnie Vinklarek
Buffalo Bills,2001,Offensive assistant,Tommy Kaiser
Buffalo Bills,2001,Defensive coordinator,Jerry Gray
Buffalo Bills,2001,Defensive line,John Levra
Buffalo Bills,2001,Linebackers,Miles Aldridge
Buffalo Bills,2001,Defensive backs,Pat Thomas
Buffalo Bills,2001,Assistant defensive backs/third down specialist,Steve Jackson
Buffalo Bills,2001,Defensive assistant,Chuck Lester
Buffalo Bills,2001,Special teams,Danny Smith
Buffalo Bills,2001,Special teams assistant,Tommy Kaiser
Buffalo Bills,2001,Strength and conditioning coordinator,Rusty Jones
Buffalo Bills,2000,President,Ralph Wilson
Buffalo Bills,2000,Executive vice president/general manager,John Butler
Buffalo Bills,2000,Vice president of player personnel,Dwight Adams
Buffalo Bills,2000,Director of pro personnel,A. J. Smith
Buffalo Bills,2000,Head coach/vice president of football operations,Wade Phillips
Buffalo Bills,2000,Offensive coordinator,Joe Pendry
Buffalo Bills,2000,Quarterbacks,Turk Schonert
Buffalo Bills,2000,Running backs,James Saxon
Buffalo Bills,2000,Wide receivers,Charlie Joiner
Buffalo Bills,2000,Tight ends,Max Bowman
Buffalo Bills,2000,Offensive line,Carl Mauck
Buffalo Bills,2000,Offensive quality control,Chris Dickson
Buffalo Bills,2000,Defensive coordinator,Ted Cottrell
Buffalo Bills,2000,Defensive line,John Levra
Buffalo Bills,2000,Linebackers,Chuck Lester
Buffalo Bills,2000,Defensive backs,Bill Bradley
Buffalo Bills,2000,Special teams,Ronnie Jones
Buffalo Bills,2000,Strength and conditioning coordinator,Rusty Jones
Carolina Panthers,2002,Owner/founder,Jerry Richardson
Carolina Panthers,2002,President,Mark Richardson
Carolina Panthers,2002,General manager,Marty Hurney
Carolina Panthers,2002,Director of player personnel,Jack Bushofsky
Carolina Panthers,2002,Head coach,John Fox
Carolina Panthers,2002,Offensive coordinator,Dan Henning
Carolina Panthers,2002,Running backs,Jim Skipper
Carolina Panthers,2002,Wide receivers,Richard Williamson
Carolina Panthers,2002,Tight ends,Don Breaux
Carolina Panthers,2002,Offensive line,Paul Boudreau
Carolina Panthers,2002,Offensive assistant/quarterbacks,Mike McCoy
Carolina Panthers,2002,Defensive coordinator,Jack Del Rio
Carolina Panthers,2002,Defensive line,Mike Trgovac
Carolina Panthers,2002,Linebackers,Sam Mills
Carolina Panthers,2002,Secondary,Rod Perry
Carolina Panthers,2002,Defensive assistant,Alvin Reynolds
Carolina Panthers,2002,Defensive assistant,Sal Sunseri
Carolina Panthers,2002,Assistant head coach/special teams,Scott O'Brien
Carolina Panthers,2002,Assistant special teams coordinator/assistant strength and conditioning,Darrin Simmons
Carolina Panthers,2002,Strength and conditioning,Jerry Simmons
Buffalo Bills,2002,Chairman,Ralph Wilson
Buffalo Bills,2002,President/general manager,Tom Donahoe
Buffalo Bills,2002,Assistant general manager,Tom Modrak
Buffalo Bills,2002,Director of pro personnel,John Guy
Buffalo Bills,2002,Head coach,Gregg Williams
Buffalo Bills,2002,Offensive coordinator,Kevin Gilbride
Buffalo Bills,2002,Quarterbacks,Steve Kragthorpe
Buffalo Bills,2002,Running backs,Steve Fairchild
Buffalo Bills,2002,Wide receivers,Fred Graves
Buffalo Bills,2002,Tight ends,Dan Neal
Buffalo Bills,2002,Offensive line,Ronnie Vinklarek
Buffalo Bills,2002,Offensive assistant,Tommy Kaiser
Buffalo Bills,2002,Defensive coordinator,Jerry Gray
Buffalo Bills,2002,Defensive line,John Levra
Buffalo Bills,2002,Assistant defensive line,O’Neill Gilbert
Buffalo Bills,2002,Linebackers,Miles Aldridge
Buffalo Bills,2002,Defensive Backs (Cornerbacks),Pat Thomas
Buffalo Bills,2002,Third Down Specialist (Safeties),Steve Jackson
Buffalo Bills,2002,Defensive assistant,Chuck Lester
Buffalo Bills,2002,Special teams coordinator,Danny Smith
Buffalo Bills,2002,Special teams assistant,Tommy Kaiser
Buffalo Bills,2002,Strength and conditioning coordinator,Rusty Jones
Carolina Panthers,2004,Owner/founder,Jerry Richardson
Carolina Panthers,2004,President,Mark Richardson
Carolina Panthers,2004,General manager,Marty Hurney
Carolina Panthers,2004,Head coach,John Fox
Carolina Panthers,2004,Offensive coordinator,Dan Henning
Carolina Panthers,2004,Running backs,Jim Skipper
Carolina Panthers,2004,Wide receivers,Richard Williamson
Carolina Panthers,2004,Tight ends,Dave Magazu
Carolina Panthers,2004,Offensive line,Mike Maser
Carolina Panthers,2004,Offensive assistant/quarterbacks,Mike McCoy
Carolina Panthers,2004,Defensive coordinator,Mike Trgovac
Carolina Panthers,2004,Defensive line,Sal Sunseri
Carolina Panthers,2004,Linebackers,Ken Flajole
Carolina Panthers,2004,Linebackers,Sam Mills
Carolina Panthers,2004,Secondary,Rod Perry
Carolina Panthers,2004,Defensive assistant/safeties,Mike Gillhamer
Carolina Panthers,2004,Assistant head coach/special teams,Scott O'Brien
Carolina Panthers,2004,Special teams assistant,Danny Crossman
Carolina Panthers,2004,Strength and conditioning,Jerry Simmons
Carolina Panthers,2005,Owner/founder,Jerry Richardson
Carolina Panthers,2005,President,Mark Richardson
Carolina Panthers,2005,General manager,Marty Hurney
Carolina Panthers,2005,Director of college scouting,Tony Softli
Carolina Panthers,2005,Director of pro scouting,Mark Koncz
Carolina Panthers,2005,Head coach,John Fox
Carolina Panthers,2005,Offensive coordinator,Dan Henning
Carolina Panthers,2005,Running backs,Jim Skipper
Carolina Panthers,2005,Wide receivers,Richard Williamson
Carolina Panthers,2005,Tight ends,Dave Magazu
Carolina Panthers,2005,Offensive line,Mike Maser
Carolina Panthers,2005,Offensive assistant/quarterbacks,Mike McCoy
Carolina Panthers,2005,Defensive coordinator,Mike Trgovac
Carolina Panthers,2005,Defensive line,Sal Sunseri
Carolina Panthers,2005,Linebackers,Ken Flajole
Carolina Panthers,2005,Secondary,Rod Perry
Carolina Panthers,2005,Defensive assistant/safeties,Mike Gillhamer
Carolina Panthers,2005,Defensive assistant,Sam Mills III
Carolina Panthers,2005,Special teams coordinator,Danny Crossman
Carolina Panthers,2005,Special teams assistant,Paul Ferraro
Carolina Panthers,2005,Strength and conditioning,Jerry Simmons
Buffalo Bills,2005,Owner/founder,Ralph Wilson
Buffalo Bills,2005,President/general manager,Tom Donahoe
Buffalo Bills,2005,Assistant general manager,Tom Modrak
Buffalo Bills,2005,Director of pro personnel,John Guy
Buffalo Bills,2005,Coordinator of college scouting,Doug Majeski
Buffalo Bills,2005,Head coach,Mike Mularkey
Buffalo Bills,2005,Offensive coordinator,Tom Clements
Buffalo Bills,2005,Quarterbacks,Sam Wyche
Buffalo Bills,2005,Running backs,Eric Studesville
Buffalo Bills,2005,Wide receivers,Tyke Tolbert
Buffalo Bills,2005,Tight ends,Mike Miller
Buffalo Bills,2005,Offensive line,Jim McNally
Buffalo Bills,2005,Offensive line,Frank Verducci
Buffalo Bills,2005,Defensive coordinator,Jerry Gray
Buffalo Bills,2005,Defensive line,Tim Krumrie
Buffalo Bills,2005,Linebackers,Don Blackmon
Buffalo Bills,2005,Defensive backs,Steve Szabo
Buffalo Bills,2005,Defensive assistant,Chuck Lester
Buffalo Bills,2005,Special teams,Bobby April
Buffalo Bills,2005,Strength and conditioning coordinator,Brad Roll
Buffalo Bills,2005,Assistant strength and conditioning,John Allaire
Carolina Panthers,2003,Owner/founder,Jerry Richardson
Carolina Panthers,2003,President,Mark Richardson
Carolina Panthers,2003,General manager,Marty Hurney
Carolina Panthers,2003,Head coach,John Fox
Carolina Panthers,2003,Offensive coordinator,Dan Henning
Carolina Panthers,2003,Running backs,Jim Skipper
Carolina Panthers,2003,Wide receivers,Richard Williamson
Carolina Panthers,2003,Tight ends,Dave Magazu
Carolina Panthers,2003,Offensive line,Mike Maser
Carolina Panthers,2003,Offensive assistant/quarterbacks,Mike McCoy
Carolina Panthers,2003,Defensive coordinator,Mike Trgovac
Carolina Panthers,2003,Defensive line,Sal Sunseri
Carolina Panthers,2003,Linebackers,Ken Flajole
Carolina Panthers,2003,Linebackers,Sam Mills
Carolina Panthers,2003,Secondary,Rod Perry
Carolina Panthers,2003,Defensive assistant,Martin Bayless
Carolina Panthers,2003,Assistant head coach/special teams,Scott O'Brien
Carolina Panthers,2003,Special teams assistant,Danny Crossman
Carolina Panthers,2003,Strength and conditioning,Jerry Simmons
Carolina Panthers,2006,Owner/founder,Jerry Richardson
Carolina Panthers,2006,President,Mark Richardson
Carolina Panthers,2006,General manager,Marty Hurney
Carolina Panthers,2006,Director of college scouting,Don Gregory
Carolina Panthers,2006,Director of pro scouting,Mark Koncz
Carolina Panthers,2006,Head coach,John Fox
Carolina Panthers,2006,Assistant head coach/running backs,Jim Skipper
Carolina Panthers,2006,Offensive coordinator,Dan Henning
Carolina Panthers,2006,Quarterbacks,Mike McCoy
Carolina Panthers,2006,Wide receivers,Richard Williamson
Carolina Panthers,2006,Tight ends,Dave Magazu
Carolina Panthers,2006,Offensive line,Mike Maser
Carolina Panthers,2006,Offensive quality control,Geep Chryst
Carolina Panthers,2006,Defensive coordinator,Mike Trgovac
Carolina Panthers,2006,Defensive line,Sal Sunseri
Carolina Panthers,2006,Linebackers,Ken Flajole
Carolina Panthers,2006,Secondary,Rod Perry
Carolina Panthers,2006,Safeties,Mike Gillhamer
Carolina Panthers,2006,Defensive quality control,Sam Mills III
Carolina Panthers,2006,Special teams coordinator,Danny Crossman
Carolina Panthers,2006,Special teams assistant/assistant strength and conditioning,Tony Levine
Carolina Panthers,2006,Strength and conditioning,Jerry Simmons
Carolina Panthers,1995,Owner/founder,Jerry Richardson
Carolina Panthers,1995,President,Mike McCormack
Carolina Panthers,1995,General manager,Bill Polian
Carolina Panthers,1995,Head coach,Dom Capers
Carolina Panthers,1995,Offensive coordinator,Joe Pendry
Carolina Panthers,1995,Running backs,Chick Harris
Carolina Panthers,1995,Wide receivers,Richard Williamson
Carolina Panthers,1995,Tight ends,Don Breaux
Carolina Panthers,1995,Offensive line,Jim McNally
Carolina Panthers,1995,Assistant offensive line,Blair Bush
Carolina Panthers,1995,Offensive quality control,John Shoop
Carolina Panthers,1995,Defensive coordinator,Vic Fangio
Carolina Panthers,1995,Defensive line,Cary Godette
Carolina Panthers,1995,Linebackers,Kevin Steele
Carolina Panthers,1995,Outside linebackers,Billy Davis
Carolina Panthers,1995,Defensive Backs (Secondary),George Catavolos
Carolina Panthers,1995,Defensive quality control,Greg Roman
Carolina Panthers,1995,Special teams,Brad Seely
Carolina Panthers,1995,Strength and conditioning,Chip Morton
Carolina Panthers,2001,Owner/founder,Jerry Richardson
Carolina Panthers,2001,President,Mark Richardson
Carolina Panthers,2001,Director of football operations,Marty Hurney
Carolina Panthers,2001,Director of player personnel,Jack Bushofsky
Carolina Panthers,2001,Head coach,George Seifert
Carolina Panthers,2001,Assistant head coach/offensive coordinator,Richard Williamson
Carolina Panthers,2001,Quarterbacks,Turk Schonert
Carolina Panthers,2001,Running backs,Chick Harris
Carolina Panthers,2001,Wide receivers,Mike McCoy
Carolina Panthers,2001,Tight ends,Don Breaux
Carolina Panthers,2001,Offensive line,Paul Boudreau
Carolina Panthers,2001,Offensive assistant,Greg Roman
Carolina Panthers,2001,Assistant head coach/defensive coordinator,John Marshall
Carolina Panthers,2001,Defensive line,Jacob Burney
Carolina Panthers,2001,Linebackers,Sam Mills
Carolina Panthers,2001,Defensive Backs (Secondary),Carlos Mainord
Carolina Panthers,2001,Defensive assistant,Alvin Reynolds
Carolina Panthers,2001,Special teams,Scott O'Brien
Carolina Panthers,2001,Assistant special teams coordinator/assistant strength and conditioning,Darrin Simmons
Carolina Panthers,2001,Strength and conditioning,Jerry Simmons
Cincinnati Bengals,1980,President,John Sawyer
Cincinnati Bengals,1980,General manager,Paul Brown
Cincinnati Bengals,1980,Director of player personnel,Pete Brown
Cincinnati Bengals,1980,Head coach,Forrest Gregg
Cincinnati Bengals,1980,Quarterbacks/Receivers,Lindy Infante
Cincinnati Bengals,1980,Offensive Backfield,George Sefcik
Cincinnati Bengals,1980,Tight Ends,Frank Gansz
Cincinnati Bengals,1980,Offensive Line,Jim McNally
Cincinnati Bengals,1980,Defensive Coordinator/Linebackers,Hank Bullough
Cincinnati Bengals,1980,Defensive Line,Dick Modzelewski
Cincinnati Bengals,1980,Defensive Backfield,Dick LeBeau
Cincinnati Bengals,1980,Special Teams,Frank Gansz
Cincinnati Bengals,1980,Strength,Kim Wood
Chicago Bears,1986,Virginia Halas McCaskey,Owner
Chicago Bears,1986,Michael McCaskey,Team president
Chicago Bears,1986,Jerry Vainisi,General manager
Chicago Bears,1986,Ray Earley,Equipment manager
Chicago Bears,1986,Gary Haeger,Assistant equipment manager
Chicago Bears,1986,Rod Graves,Director of player personnel
Chicago Bears,1986,Mike Ditka,Head coach
Chicago Bears,1986,Steve Kazor,Assistant head coach
Chicago Bears,1986,Ed Hughes,Offensive coordinator
Chicago Bears,1986,Vince Tobin,Defensive coordinator
Chicago Bears,1986,Greg Landry,Quarterbacks
Chicago Bears,1986,Johnny Roland,Running backs
Chicago Bears,1986,Dick Stanfel,Offensive line
Chicago Bears,1986,John Levra,Defensive line
Chicago Bears,1986,Dave McGinnis,Linebackers
Chicago Bears,1986,Jim LaRue,Secondary
Chicago Bears,1986,Brian McCaskey,Assistant trainer
Chicago Bears,1986,Clyde Emrich,Weightlifting/Strength
Chicago Bears,1986,Pete McGrane,Video team
Cincinnati Bengals,1983,President,John Sawyer
Cincinnati Bengals,1983,General Manager,Paul Brown
Cincinnati Bengals,1983,Director of Player Personnel,Pete Brown
Cincinnati Bengals,1983,Head Coach,Forrest Gregg
Cincinnati Bengals,1983,Quarterbacks/Receivers,Bruce Coslet
Cincinnati Bengals,1983,Offensive Backfield,George Sefcik
Cincinnati Bengals,1983,Offensive Line,Jim McNally
Cincinnati Bengals,1983,Defensive Coordinator/Linebackers,Hank Bullough
Cincinnati Bengals,1983,Defensive Line,Dick Modzelewski
Cincinnati Bengals,1983,Defensive Backfield,Dick LeBeau
Cincinnati Bengals,1983,Strength,Kim Wood
Chicago Bears,1983,Virginia Halas McCaskey,Owner
Chicago Bears,1983,Michael McCaskey,Team president
Chicago Bears,1983,Jerry Vainisi,General manager
Chicago Bears,1983,Ray Earley,Equipment manager
Chicago Bears,1983,Mike Ditka,Head coach
Chicago Bears,1983,Steve Kazor,Assistant head coach
Chicago Bears,1983,Ed Hughes,Offensive coordinator
Chicago Bears,1983,Buddy Ryan,Defensive coordinator
Chicago Bears,1983,Ted Plumb,Offensive specialist
Chicago Bears,1983,Johnny Roland,Running backs
Chicago Bears,1983,Dick Stanfel,Offensive line
Chicago Bears,1983,Dale Haupt,Defensive line
Chicago Bears,1983,Jim LaRue,Secondary
Chicago Bears,1983,Brian McCaskey,Assistant trainer
Chicago Bears,1983,Clyde Emrich,Weightlifting/Strength
Chicago Bears,1983,Pete McGrane,Video team
Cincinnati Bengals,1982,President,John Sawyer
Cincinnati Bengals,1982,General manager,Paul Brown
Cincinnati Bengals,1982,Director of player personnel,Pete Brown
Cincinnati Bengals,1982,Head coach,Forrest Gregg
Cincinnati Bengals,1982,Offensive Coordinator,Lindy Infante
Cincinnati Bengals,1982,Offensive Backfield,George Sefcik
Cincinnati Bengals,1982,Tight Ends,Bruce Coslet
Cincinnati Bengals,1982,Offensive Line,Jim McNally
Cincinnati Bengals,1982,Defensive Coordinator/Linebackers,Hank Bullough
Cincinnati Bengals,1982,Defensive Line,Dick Modzelewski
Cincinnati Bengals,1982,Defensive Backfield,Dick LeBeau
Cincinnati Bengals,1982,Special Teams,Bruce Coslet
Cincinnati Bengals,1982,Strength,Kim Wood
Cincinnati Bengals,1981,Owner/General Manager,Paul Brown
Cincinnati Bengals,1981,President,John Sawyer
Cincinnati Bengals,1981,Director of Player Personnel,Pete Brown
Cincinnati Bengals,1981,Head Coach,Forrest Gregg
Cincinnati Bengals,1981,Offensive Coordinator/Quarterbacks/Receivers,Lindy Infante
Cincinnati Bengals,1981,Offensive Backfield,George Sefcik
Cincinnati Bengals,1981,Tight Ends,Bruce Coslet
Cincinnati Bengals,1981,Offensive Line,Jim McNally
Cincinnati Bengals,1981,Defensive Coordinator/Linebackers,Hank Bullough
Cincinnati Bengals,1981,Defensive Line,Dick Modzelewski
Cincinnati Bengals,1981,Defensive Backfield,Dick LeBeau
Cincinnati Bengals,1981,Special Teams,Bruce Coslet
Cincinnati Bengals,1981,Strength,Kim Wood
Chicago Bears,1984,Owner,Virginia Halas McCaskey
Chicago Bears,1984,Team president,Michael McCaskey
Chicago Bears,1984,General manager,Jerry Vainisi
Chicago Bears,1984,Director of player personnel,Rod Graves
Chicago Bears,1984,Equipment manager,Ray Earley
Chicago Bears,1984,Assistant equipment manager,Gary Haeger
Chicago Bears,1984,Scout,Jim Dooley
Chicago Bears,1984,Video team,Pete McGrane
Chicago Bears,1984,Head coach,Mike Ditka
Chicago Bears,1984,Assistant head coach,Steve Kazor
Chicago Bears,1984,Offensive coordinator,Ed Hughes
Chicago Bears,1984,Offensive specialist,Ted Plumb
Chicago Bears,1984,Running backs,Johnny Roland
Chicago Bears,1984,Offensive line,Dick Stanfel
Chicago Bears,1984,Defensive coordinator,Buddy Ryan
Chicago Bears,1984,Defensive line,Dale Haupt
Chicago Bears,1984,Secondary,Jim LaRue
Chicago Bears,1984,Assistant trainer,Brian McCaskey
Chicago Bears,1984,Weightlifting/Strength,Clyde Emrich
Cincinnati Bengals,1987,President,John Sawyer
Cincinnati Bengals,1987,General Manager,Paul Brown
Cincinnati Bengals,1987,Assistant General Manager,Mike Brown
Cincinnati Bengals,1987,Director of Player Personnel,Pete Brown
Cincinnati Bengals,1987,Head Coach,Sam Wyche
Cincinnati Bengals,1987,Offensive Coordinator,Bruce Coslet
Cincinnati Bengals,1987,Running Backs,Jim Anderson
Cincinnati Bengals,1987,Tight Ends,Bill Johnson
Cincinnati Bengals,1987,Offensive Line,Jim McNally
Cincinnati Bengals,1987,Defensive Coordinator/Defensive Backs,Dick LeBeau
Cincinnati Bengals,1987,Defensive Line,Bill Urbanik
Cincinnati Bengals,1987,Linebackers,Dick Selcer
Cincinnati Bengals,1987,Special Teams,Mike Stock
Cincinnati Bengals,1987,Strength,Kim Wood
Cincinnati Bengals,1985,Owner/president,John Sawyer
Cincinnati Bengals,1985,Owner/general manager,Paul Brown
Cincinnati Bengals,1985,Head coach,Sam Wyche
