Team,Year,Role,Name
Cincinnati Bengals,1985,Offensive coordinator,Bruce Coslet
Cincinnati Bengals,1985,Quarterbacks,Bruce Coslet
Cincinnati Bengals,1985,Running backs,Jim Anderson
Cincinnati Bengals,1985,Wide receivers,Bruce Coslet
Cincinnati Bengals,1985,Tight ends,Bill Johnson
Cincinnati Bengals,1985,Offensive line,Jim McNally
Cincinnati Bengals,1985,Defensive coordinator,Dick LeBeau
Cincinnati Bengals,1985,Defensive line,Bill Urbanik
Cincinnati Bengals,1985,Linebackers,Dick Selcer
Cincinnati Bengals,1985,Strength and Conditioning,Kim Wood
Cincinnati Bengals,1984,Owner/president,John Sawyer
Cincinnati Bengals,1984,Owner/general manager,Paul Brown
Cincinnati Bengals,1984,Head coach,Sam Wyche
Cincinnati Bengals,1984,Offensive coordinator/Quarterbacks/Wide Receivers,Bruce Coslet
Cincinnati Bengals,1984,Running backs,Jim Anderson
Cincinnati Bengals,1984,Tight ends,Joe Faragalli
Cincinnati Bengals,1984,Offensive line,Jim McNally
Cincinnati Bengals,1984,Defensive coordinator,Dick LeBeau
Cincinnati Bengals,1984,Defensive line,Bill Urbanik
Cincinnati Bengals,1984,Linebackers,Dick Selcer
Cincinnati Bengals,1984,Defensive Backs,Trent Walters
Cincinnati Bengals,1984,Strength and Conditioning,Kim Wood
Cincinnati Bengals,1993,President,John Sawyer
Cincinnati Bengals,1993,Vice President/General Manager,Mike Brown
Cincinnati Bengals,1993,Director of Player Personnel,Pete Brown
Cincinnati Bengals,1993,Head Coach,Dave Shula
Cincinnati Bengals,1993,Offensive Coordinator/Tight Ends,Mike Pope
Cincinnati Bengals,1993,Quarterbacks,Ken Anderson
Cincinnati Bengals,1993,Running Backs,Jim Anderson
Cincinnati Bengals,1993,Wide Receivers,Richard Williamson
Cincinnati Bengals,1993,Offensive Line,Jim McNally
Cincinnati Bengals,1993,Defensive Coordinator,Ron Lynn
Cincinnati Bengals,1993,Defensive Line,Bob Karmelowicz
Cincinnati Bengals,1993,Linebackers,Mike Haluchak
Cincinnati Bengals,1993,Defensive Backs,Ron Meeks
Cincinnati Bengals,1993,Special Teams,Marv Braden
Cincinnati Bengals,1993,Strength,Kim Wood
Cincinnati Bengals,1992,President,John Sawyer
Cincinnati Bengals,1992,Vice President/General Manager,Mike Brown
Cincinnati Bengals,1992,Director of Player Personnel,Pete Brown
Cincinnati Bengals,1992,Head Coach,Dave Shula
Cincinnati Bengals,1992,Quarterbacks,Dana Bible
Cincinnati Bengals,1992,Running Backs,Jim Anderson
Cincinnati Bengals,1992,Wide Receivers,Richard Williamson
Cincinnati Bengals,1992,Tight Ends,Mike Pope
Cincinnati Bengals,1992,Offensive Line,Jim McNally
Cincinnati Bengals,1992,Defensive Coordinator,Ron Lynn
Cincinnati Bengals,1992,Defensive Line,Bob Karmelowicz
Cincinnati Bengals,1992,Linebackers,Mike Haluchak
Cincinnati Bengals,1992,Defensive Backs,Ron Meeks
Cincinnati Bengals,1992,Special Teams,Marv Braden
Cincinnati Bengals,1992,Strength,Kim Wood
Cincinnati Bengals,1989,President,John Sawyer
Cincinnati Bengals,1989,General Manager,Paul Brown
Cincinnati Bengals,1989,Assistant General Manager,Mike Brown
Cincinnati Bengals,1989,Director of Player Personnel,Pete Brown
Cincinnati Bengals,1989,Head Coach,Sam Wyche
Cincinnati Bengals,1989,Offensive Coordinator,Bruce Coslet
Cincinnati Bengals,1989,Running Backs,Jim Anderson
Cincinnati Bengals,1989,Tight Ends,Bill Johnson
Cincinnati Bengals,1989,Offensive Line,Jim McNally
Cincinnati Bengals,1989,Defensive Coordinator/Defensive Backs,Dick LeBeau
Cincinnati Bengals,1989,Defensive Line,Chuck Studley
Cincinnati Bengals,1989,Linebackers,Dick Selcer
Cincinnati Bengals,1989,Special Teams,Mike Stock
Cincinnati Bengals,1989,Strength,Kim Wood
Cincinnati Bengals,1991,Chairman of the Board,Austin Eldon Knowlton
Cincinnati Bengals,1991,President,John Sawyer
Cincinnati Bengals,1991,Vice President/General Manager,Paul Brown
Cincinnati Bengals,1991,Assistant General Manager/Legal Counsel,Mike Brown
Cincinnati Bengals,1991,Director of Player Personnel,Pete Brown
Cincinnati Bengals,1991,Assistant Director of Player Personnel,Frank Smouse
Cincinnati Bengals,1991,Head Coach,Sam Wyche
Cincinnati Bengals,1991,Quarterbacks,Dana Bible
Cincinnati Bengals,1991,Running Backs,Jim Anderson
Cincinnati Bengals,1991,Wide Receivers,Dave Shula
Cincinnati Bengals,1991,Tight Ends,Mike Stock
Cincinnati Bengals,1991,Offensive Line,Jim McNally
Cincinnati Bengals,1991,Defensive Coordinator/Defensive Backs,Dick LeBeau
Cincinnati Bengals,1991,Defensive Line,Chuck Studley
Cincinnati Bengals,1991,Linebackers,Dick Selcer
Cincinnati Bengals,1991,Special Teams,Marv Braden
Cincinnati Bengals,1991,Strength,Kim Wood
Cincinnati Bengals,1996,President,Mike Brown
Cincinnati Bengals,1996,Head Coach,Dave Shula
Cincinnati Bengals,1996,Offensive Coordinator,Bruce Coslet
Cincinnati Bengals,1996,Quarterbacks,Ken Anderson
Cincinnati Bengals,1996,Running Backs,Jim Anderson
Cincinnati Bengals,1996,Wide Receivers,John Garrett
Cincinnati Bengals,1996,Tight Ends,Gary Moeller
Cincinnati Bengals,1996,Offensive Line,Paul Alexander
Cincinnati Bengals,1996,Defensive Coordinator,Larry Peccatiello
Cincinnati Bengals,1996,Defensive Line,Tim Krumrie
Cincinnati Bengals,1996,Linebackers,Joe Pascale
Cincinnati Bengals,1996,Defensive Backs,Ron Meeks
Cincinnati Bengals,1996,Staff Assistant,Bobby DePaul
Cincinnati Bengals,1996,Special Teams,Joe Wessel
Cincinnati Bengals,1996,Strength and Conditioning,Kim Wood
Cincinnati Bengals,1995,President,Mike Brown
Cincinnati Bengals,1995,Head Coach,Dave Shula
Cincinnati Bengals,1995,Offensive Coordinator,Bruce Coslet
Cincinnati Bengals,1995,Quarterbacks,Ken Anderson
Cincinnati Bengals,1995,Running Backs,Jim Anderson
Cincinnati Bengals,1995,Tight Ends,Gary Moeller
Cincinnati Bengals,1995,Offensive Line,Paul Alexander
Cincinnati Bengals,1995,Offensive Assistant/Wide Receivers,John Garrett
Cincinnati Bengals,1995,Defensive Coordinator,Larry Peccatiello
Cincinnati Bengals,1995,Defensive Line,Bobby DePaul
Cincinnati Bengals,1995,Linebackers,Joe Pascale
Cincinnati Bengals,1995,Defensive Backs,Ron Meeks
Cincinnati Bengals,1995,Defensive Assistant,Tim Krumrie
Cincinnati Bengals,1995,Special Teams,Joe Wessel
Cincinnati Bengals,1995,Strength and Conditioning,Kim Wood
Cincinnati Bengals,1994,President,Mike Brown
Cincinnati Bengals,1994,Head coach,Dave Shula
Cincinnati Bengals,1994,Offensive coordinator,Bruce Coslet
Cincinnati Bengals,1994,Quarterbacks,Ken Anderson
Cincinnati Bengals,1994,Running Backs,Jim Anderson
Cincinnati Bengals,1994,Wide receivers,Richard Williamson
Cincinnati Bengals,1994,Tight ends,Paul Alexander
Cincinnati Bengals,1994,Offensive line,Jim McNally
Cincinnati Bengals,1994,Defensive coordinator,Larry Peccatiello
Cincinnati Bengals,1994,Defensive line,Joe Wessel
Cincinnati Bengals,1994,Linebackers,Joe Pascale
Cincinnati Bengals,1994,Defensive backs,Ron Meeks
Cincinnati Bengals,1994,Defensive Staff Assistant,Bobby DePaul
Cincinnati Bengals,1994,Special teams,Marv Braden
Cincinnati Bengals,1994,Strength,Kim Wood
Cincinnati Bengals,1997,President,Mike Brown
Cincinnati Bengals,1997,Head coach,Bruce Coslet
Cincinnati Bengals,1997,Assistant head coach/defensive Coordinator,Dick LeBeau
Cincinnati Bengals,1997,Offensive coordinator,Ken Anderson
Cincinnati Bengals,1997,Running backs,Jim Anderson
Cincinnati Bengals,1997,Tight ends,Bob Wylie
Cincinnati Bengals,1997,Offensive line,Paul Alexander
Cincinnati Bengals,1997,Offensive Staff Assistant,John Garrett
Cincinnati Bengals,1997,Defensive line,Tim Krumrie
Cincinnati Bengals,1997,Linebackers,Mark Duffner
Cincinnati Bengals,1997,Defensive backs,Ray Horton
Cincinnati Bengals,1997,Defensive Staff Assistant,Louie Cioffi
Cincinnati Bengals,1997,Special teams,Al Roberts
Cincinnati Bengals,1997,Strength and conditioning,Kim Wood
Cincinnati Bengals,1990,President,John Sawyer
Cincinnati Bengals,1990,General Manager,Paul Brown
Cincinnati Bengals,1990,Assistant General Manager,Mike Brown
Cincinnati Bengals,1990,Director of Player Personnel,Pete Brown
Cincinnati Bengals,1990,Head Coach,Sam Wyche
Cincinnati Bengals,1990,Quarterbacks,Dana Bible
Cincinnati Bengals,1990,Running Backs,Jim Anderson
Cincinnati Bengals,1990,Wide Receivers,Mike Stock
Cincinnati Bengals,1990,Tight Ends,Bill Johnson
Cincinnati Bengals,1990,Offensive Line,Jim McNally
Cincinnati Bengals,1990,Defensive Coordinator/Defensive Backs,Dick LeBeau
Cincinnati Bengals,1990,Defensive Line,Chuck Studley
Cincinnati Bengals,1990,Linebackers,Dick Selcer
Cincinnati Bengals,1990,Special Teams,Marv Braden
Cincinnati Bengals,1990,Strength,Kim Wood
Cincinnati Bengals,1998,President,Mike Brown
Cincinnati Bengals,1998,Head coach,Bruce Coslet
Cincinnati Bengals,1998,Assistant head coach/defensive coordinator,Dick LeBeau
Cincinnati Bengals,1998,Offensive coordinator,Ken Anderson
Cincinnati Bengals,1998,Running backs,Jim Anderson
Cincinnati Bengals,1998,Tight ends,Bob Wylie
Cincinnati Bengals,1998,Offensive line,Paul Alexander
Cincinnati Bengals,1998,Offensive staff assistant,John Garrett
Cincinnati Bengals,1998,Defensive line,Tim Krumrie
Cincinnati Bengals,1998,Linebackers,Mark Duffner
Cincinnati Bengals,1998,Defensive backs,Ray Horton
Cincinnati Bengals,1998,Defensive staff assistant,Louie Cioffi
Cincinnati Bengals,1998,Special teams,Al Roberts
Cincinnati Bengals,1998,Strength and conditioning,Kim Wood
Cincinnati Bengals,1999,President,Mike Brown
Cincinnati Bengals,1999,Head coach,Bruce Coslet
Cincinnati Bengals,1999,Assistant head coach/defensive coordinator,Dick LeBeau
Cincinnati Bengals,1999,Offensive coordinator,Ken Anderson
Cincinnati Bengals,1999,Running backs,Jim Anderson
Cincinnati Bengals,1999,Wide receivers,Steve Mooshagian
Cincinnati Bengals,1999,Tight ends,Frank Verducci
Cincinnati Bengals,1999,Offensive line,Paul Alexander
Cincinnati Bengals,1999,Defensive line,Tim Krumrie
Cincinnati Bengals,1999,Linebackers,Mark Duffner
Cincinnati Bengals,1999,Defensive backs,Ray Horton
Cincinnati Bengals,1999,Defensive staff assistant,Louie Cioffi
Cincinnati Bengals,1999,Special teams,Al Roberts
Cincinnati Bengals,1999,Strength and conditioning,Kim Wood
Cincinnati Bengals,2003,President,Mike Brown
Cincinnati Bengals,2003,Head coach,Marvin Lewis
Cincinnati Bengals,2003,Assistant head coach/offensive line,Paul Alexander
Cincinnati Bengals,2003,Offensive coordinator,Bob Bratkowski
Cincinnati Bengals,2003,Quarterbacks,Ken Zampese
Cincinnati Bengals,2003,Running backs,Jim Anderson
Cincinnati Bengals,2003,Wide receivers,Alex Wood
Cincinnati Bengals,2003,Tight ends,Jonathan Hayes
Cincinnati Bengals,2003,Offensive assistant,Bob Surace
Cincinnati Bengals,2003,Defensive coordinator,Leslie Frazier
Cincinnati Bengals,2003,Defensive line,Jay Hayes
Cincinnati Bengals,2003,Linebackers,Ricky Hunley
Cincinnati Bengals,2003,Defensive backs,Kevin Coyle
Cincinnati Bengals,2003,Assistant defensive backs,Louie Cioffi
Cincinnati Bengals,2003,Special teams,Darrin Simmons
Cincinnati Bengals,2003,Strength and conditioning,Chip Morton
Cincinnati Bengals,2003,Assistant strength and conditioning,Kurtis Shultz
Cincinnati Bengals,2000,President,Mike Brown
Cincinnati Bengals,2000,Head coach,Bruce Coslet
Cincinnati Bengals,2000,Assistant head coach/defensive coordinator,Dick LeBeau
Cincinnati Bengals,2000,Offensive coordinator,Ken Anderson
Cincinnati Bengals,2000,Running backs,Jim Anderson
Cincinnati Bengals,2000,Wide receivers,Steve Mooshagian
Cincinnati Bengals,2000,Tight ends,Frank Verducci
Cincinnati Bengals,2000,Offensive line,Paul Alexander
Cincinnati Bengals,2000,Defensive line,Tim Krumrie
Cincinnati Bengals,2000,Linebackers,Mark Duffner
Cincinnati Bengals,2000,Defensive backs,Ray Horton
Cincinnati Bengals,2000,Defensive staff assistant,Louie Cioffi
Cincinnati Bengals,2000,Special teams,Al Roberts
Cincinnati Bengals,2000,Strength and conditioning,Kim Wood
Cincinnati Bengals,2002,President,Mike Brown
Cincinnati Bengals,2002,Head coach,Dick LeBeau
Cincinnati Bengals,2002,Offensive coordinator,Bob Bratkowski
Cincinnati Bengals,2002,Quarterbacks,Ken Anderson
Cincinnati Bengals,2002,Running backs,Jim Anderson
Cincinnati Bengals,2002,Wide receivers,Steve Mooshagian
Cincinnati Bengals,2002,Tight ends,John Garrett
Cincinnati Bengals,2002,Offensive line,Paul Alexander
Cincinnati Bengals,2002,Offensive assistant,Bob Surace
Cincinnati Bengals,2002,Defensive coordinator/linebackers,Mark Duffner
Cincinnati Bengals,2002,Defensive line,Tim Krumrie
Cincinnati Bengals,2002,Cornerbacks,Kevin Coyle
Cincinnati Bengals,2002,Safeties,Darren Perry
Cincinnati Bengals,2002,Defensive assistant,Louie Cioffi
Cincinnati Bengals,2002,Special teams,Al Roberts
Cincinnati Bengals,2002,Strength and conditioning,Kim Wood
Cincinnati Bengals,2002,Strength and conditioning assistant,Rodney Holman
Cleveland Browns,1985,President and Owner,Art Modell
Cleveland Browns,1985,Executive Vice President of football operations,Ernie Accorsi
Cleveland Browns,1985,Head coach,Marty Schottenheimer
Cleveland Browns,1985,Offensive coordinator,Joe Pendry
Cleveland Browns,1985,Quarterbacks,Greg Landry
Cleveland Browns,1985,Running backs,Steve Crosby
Cleveland Browns,1985,Receivers,Richard Mann
Cleveland Browns,1985,Offensive line,Howard Mudd
Cleveland Browns,1985,Defensive coordinator,Tom Bettis
Cleveland Browns,1985,Defensive line,Tom Pratt
Cleveland Browns,1985,Linebackers,Tom Olivadotti
Cleveland Browns,1985,Special assistant,Darvin Wallis
Cleveland Browns,1985,Special teams,Bill Cowher
Cleveland Browns,1985,Strength and conditioning,Dave Redding
Cleveland Browns,1982,President and owner,Art Modell
Cleveland Browns,1982,Assistant to the president,Peter Hadhazy
Cleveland Browns,1982,Head coach,Sam Rutigliano
Cleveland Browns,1982,Quarterbacks,Paul Hackett
Cleveland Browns,1982,Running backs,Jim Garrett
Cleveland Browns,1982,Receivers,Rich Kotite
Cleveland Browns,1982,Offensive line,Rod Humenuik
Cleveland Browns,1982,Defensive coordinator,Marty Schottenheimer
Cleveland Browns,1982,Defensive line,Tom Pratt
Cleveland Browns,1982,Linebackers,Dave Adolph
Cleveland Browns,1982,Defensive Backs,Len Fontes
Cleveland Browns,1982,Special teams,John Petercuskie
Cleveland Browns,1982,Special Assistant,Darvin Wallis
Cleveland Browns,1982,Strength and conditioning,Dave Redding
Cleveland Browns,1982,Director of Pro Personnel,Allan Webb
Cleveland Browns,1982,Film Coordinator,Ed Ulinski
Cleveland Browns,1982,Athletic Trainer,Leo Murphy
Cincinnati Bengals,2004,President,Mike Brown
Cincinnati Bengals,2004,Head coach,Marvin Lewis
Cincinnati Bengals,2004,Assistant head coach/offensive line,Paul Alexander
Cincinnati Bengals,2004,Offensive coordinator,Bob Bratkowski
Cincinnati Bengals,2004,Quarterbacks,Ken Zampese
Cincinnati Bengals,2004,Running backs,Jim Anderson
Cincinnati Bengals,2004,Wide receivers,Hue Jackson
Cincinnati Bengals,2004,Tight ends,Jonathan Hayes
Cincinnati Bengals,2004,Assistant offensive line,Bob Surace
Cincinnati Bengals,2004,Defensive coordinator,Leslie Frazier
Cincinnati Bengals,2004,Defensive line,Jay Hayes
Cincinnati Bengals,2004,Linebackers,Ricky Hunley
Cincinnati Bengals,2004,Defensive backs,Kevin Coyle
Cincinnati Bengals,2004,Assistant defensive backs,Louie Cioffi
Cincinnati Bengals,2004,Assistant,Chuck Bresnahan
Cincinnati Bengals,2004,Special teams,Darrin Simmons
Cincinnati Bengals,2004,Strength and conditioning,Chip Morton
Cincinnati Bengals,2004,Assistant strength and conditioning,Ray Oliver
Cleveland Browns,1981,President and Owner,Art Modell
Cleveland Browns,1981,Assistant to the President,Peter Hadhazy
Cleveland Browns,1981,Head Coach,Sam Rutigliano
Cleveland Browns,1981,Quarterbacks,Paul Hackett
Cleveland Browns,1981,Running Backs,Jim Garrett
Cleveland Browns,1981,Receivers,Rich Kotite
Cleveland Browns,1981,Offensive Line,Rod Humenuik
Cleveland Browns,1981,Defensive Coordinator,Marty Schottenheimer
Cleveland Browns,1981,Defensive Line,Tom Pratt
Cleveland Browns,1981,Linebackers,Dave Adolph
Cleveland Browns,1981,Defensive Backs,Len Fontes
Cleveland Browns,1981,Special Teams,John Petercuskie
Cleveland Browns,1981,Strength and Conditioning,Dave Redding
Cleveland Browns,1981,Director of Pro Personnel,Allan Webb
Cleveland Browns,1981,Film Coordinator,Ed Ulinski
Cleveland Browns,1981,Athletic Trainer,Leo Murphy
Cleveland Browns,1980,President and owner,Art Modell
Cleveland Browns,1980,Assistant to the president,Peter Hadhazy
Cleveland Browns,1980,Head coach,Sam Rutigliano
Cleveland Browns,1980,Quarterbacks,Jim Shofner
Cleveland Browns,1980,Running backs,Jim Garrett
Cleveland Browns,1980,Receivers,Rich Kotite
Cleveland Browns,1980,Offensive line,Rod Humenuik
Cleveland Browns,1980,Defensive coordinator,Marty Schottenheimer
Cleveland Browns,1980,Defensive line,Tom Pratt
Cleveland Browns,1980,Linebackers,Dave Adolph
Cleveland Browns,1980,Defensive Backs,Len Fontes
Cleveland Browns,1980,Special teams,John Petercuskie
Cleveland Browns,1980,Strength and conditioning,Dave Redding
Cleveland Browns,1980,Director of Pro Personnel,Allan Webb
Cleveland Browns,1980,Film Coordinator,Ed Ulinski
Cleveland Browns,1980,Athletic Trainer,Leo Murphy
Cincinnati Bengals,2001,President,Mike Brown
Cincinnati Bengals,2001,Executive vice president,Katie Blackburn
Cincinnati Bengals,2001,Vice president,John Sawyer
Cincinnati Bengals,2001,Senior vice president of player personnel,Pete Brown
Cincinnati Bengals,2001,Vice president of player personnel,Paul H. Brown
Cincinnati Bengals,2001,Directors of pro/college personnel,"Jim Lippincott, Duke Tobin"
Cincinnati Bengals,2001,Head coach,Dick LeBeau
Cincinnati Bengals,2001,Offensive coordinator,Bob Bratkowski
Cincinnati Bengals,2001,Quarterbacks,Ken Anderson
Cincinnati Bengals,2001,Running backs,Jim Anderson
Cincinnati Bengals,2001,Wide receivers,Steve Mooshagian
Cincinnati Bengals,2001,Tight ends,Frank Verducci
Cincinnati Bengals,2001,Offensive line,Paul Alexander
Cincinnati Bengals,2001,Offensive assistant,John Garrett
Cincinnati Bengals,2001,Defensive coordinator/linebackers,Mark Duffner
Cincinnati Bengals,2001,Defensive line,Tim Krumrie
Cincinnati Bengals,2001,Cornerbacks,Kevin Coyle
