0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
"['Atlanta Falcons', 2011]","{'Role': 'Owner', 'Name': 'Arthur Blank'}","{'Role': 'President/CEO', 'Name': 'Rich McKay'}","{'Role': 'General manager', 'Name': 'Thomas Dimitroff'}","{'Role': 'Director of football administration', 'Name': 'Nick Polk'}","{'Role': 'Director of player personnel', 'Name': 'Les Snead'}","{'Role': 'Assistant director of player personnel', 'Name': 'Lionel Vital'}","{'Role': 'Director of college scouting', 'Name': 'Dave Caldwell'}","{'Role': 'Head coach', 'Name': 'Mike Smith'}","{'Role': 'Offensive coordinator', 'Name': 'Mike Mularkey'}","{'Role': 'Quarterbacks', 'Name': 'Bob Bratkowski'}","{'Role': 'Running backs', 'Name': 'Gerald Brown'}","{'Role': 'Wide receivers', 'Name': 'Terry Robiskie'}","{'Role': 'Tight ends', 'Name': 'Chris Scelfo'}","{'Role': 'Offensive line', 'Name': 'Paul T Boudreau'}","{'Role': 'Assistant offensive line', 'Name': 'Paul Dunn'}","{'Role': 'Offensive assistant', 'Name': 'Glenn Thomas'}","{'Role': 'Assistant to the head coach/offense', 'Name': 'Andrew Weidinger'}","{'Role': 'Defensive coordinator', 'Name': 'Brian VanGorder'}","{'Role': 'Defensive line', 'Name': 'Ray Hamilton'}","{'Role': 'Linebackers', 'Name': 'Glenn Pires'}","{'Role': 'Defensive backs', 'Name': 'Alvin Reynolds'}","{'Role': 'Secondary', 'Name': 'Tim Lewis'}","{'Role': 'Defensive assistant', 'Name': 'Mark Collins'}","{'Role': 'Special teams coordinator', 'Name': 'Keith Armstrong'}","{'Role': 'Assistant special teams', 'Name': 'Eric Sutulovich'}","{'Role': 'Director of athletic performance', 'Name': 'Jeff Fish'}","{'Role': 'Strength and conditioning assistant', 'Name': 'Jonas Beauchemin'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['Atlanta Falcons', 2013]","{'Role': 'Owner/chairman', 'Name': 'Arthur Blank'}","{'Role': 'President/CEO', 'Name': 'Rich McKay'}","{'Role': 'General manager', 'Name': 'Thomas Dimitroff'}","{'Role': 'Director of player personnel', 'Name': 'Lionel Vital'}","{'Role': 'Director of football administration', 'Name': 'Nick Polk'}","{'Role': 'Director of pro scouting', 'Name': 'DeJuan Polk'}","{'Role': 'Director of college scouting', 'Name': 'Steve Sabo'}","{'Role': 'Head coach', 'Name': 'Mike Smith'}","{'Role': 'Assistant head coach/wide receivers', 'Name': 'Terry Robiskie'}","{'Role': 'Offensive coordinator', 'Name': 'Dirk Koetter'}","{'Role': 'Quarterbacks', 'Name': 'Glenn Thomas'}","{'Role': 'Running backs', 'Name': 'Gerald Brown'}","{'Role': 'Tight ends', 'Name': 'Chris Scelfo'}","{'Role': 'Offensive line', 'Name': 'Pat Hill'}","{'Role': 'Offensive line', 'Name': 'Paul Dunn'}","{'Role': 'Offensive assistant', 'Name': 'Andrew Weidinger'}","{'Role': 'Defensive coordinator', 'Name': 'Mike Nolan'}","{'Role': 'Defensive line', 'Name': 'Ray Hamilton'}","{'Role': 'Linebackers', 'Name': 'Glenn Pires'}","{'Role': 'Defensive backs', 'Name': 'Joe Danna'}","{'Role': 'Secondary', 'Name': 'Tim Lewis'}","{'Role': 'Defensive assistant', 'Name': 'Mark Collins'}","{'Role': 'Special teams coordinator', 'Name': 'Keith Armstrong'}","{'Role': 'Assistant special teams', 'Name': 'Eric Sutulovich'}","{'Role': 'Head strength and conditioning', 'Name': 'A. J. Neibel'}","{'Role': 'Strength and conditioning assistant', 'Name': 'Jonas Beauchemin'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['Arizona Cardinals', 2022]","{'Role': 'Owner/chairman/president', 'Name': 'Michael Bidwill'}","{'Role': 'General manager', 'Name': 'Steve Keim'}","{'Role': 'Vice president of player personnel', 'Name': 'Quentin Harris'}","{'Role': 'Vice president of pro personnel', 'Name': 'Adrian Wilson'}","{'Role': 'Vice president of football operations & facilities', 'Name': 'Matt Caracciolo'}","{'Role': 'Director of player personnel', 'Name': 'Dru Grigson'}","{'Role': 'Director of college scouting', 'Name': 'Chris Culmer'}","{'Role': 'Director of football administration', 'Name': 'Matt Harriss'}","{'Role': 'Senior personnel executive', 'Name': 'Terry McDonough'}","{'Role': 'Head coach', 'Name': 'Kliff Kingsbury'}","{'Role': 'Associate head coach/wide receivers', 'Name': 'Shawn Jefferson'}","{'Role': 'Assistant head coach/special teams coordinator', 'Name': 'Jeff Rodgers'}","{'Role': 'Chief of staff/offensive assistant', 'Name': 'Kenny Bell'}","{'Role': 'Co–pass game coordinator', 'Name': 'Spencer Whipple'}","{'Role': 'Co–pass game coordinator/quarterbacks', 'Name': 'Cameron Turner'}","{'Role': 'Tight ends', 'Name': 'Steve Heiden'}","{'Role': 'Assistant offensive line', 'Name': 'Brian Natkin'}","{'Role': 'Offensive assistant', 'Name': 'Mike Bercovici'}","{'Role': 'Bill Bidwill Fellowship/quarterbacks', 'Name': 'Connor Senger'}","{'Role': 'Defensive coordinator', 'Name': 'Vance Joseph'}","{'Role': 'Defensive line', 'Name': 'Matt Burke'}","{'Role': 'Linebackers', 'Name': 'Billy Davis'}","{'Role': 'Outside linebackers', 'Name': 'Charlie Bullen'}","{'Role': 'Defensive backs', 'Name': 'Marcus Robertson'}","{'Role': 'Cornerbacks', 'Name': 'Greg Williams'}","{'Role': 'Defensive assistant', 'Name': 'Ronald Booker'}","{'Role': 'Defensive assistant', 'Name': 'Rusty McKinney'}","{'Role': 'Defensive quality control', 'Name': 'Rob Grosso'}","{'Role': 'Assistant special teams', 'Name': 'Devin Fitzsimmons'}","{'Role': 'Strength and conditioning', 'Name': 'Buddy Morris'}","{'Role': 'Assistant strength and conditioning', 'Name': 'Mark Naylor'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['Arizona Cardinals', 2025]","{'Role': 'Owner/chairman/president', 'Name': 'Michael Bidwill'}","{'Role': 'General manager', 'Name': 'Monti Ossenfort'}","{'Role': 'Assistant general manager', 'Name': 'Dave Sears'}","{'Role': 'Vice president of football operations & facilities', 'Name': 'Matt Caracciolo'}","{'Role': 'Director of pro personnel', 'Name': 'Glen Fox'}","{'Role': 'Vice President of player personnel', 'Name': 'Rob Kisiel'}","{'Role': 'Director of college scouting', 'Name': 'Ryan Gold'}","{'Role': 'Director of football administration', 'Name': 'Matt Harriss'}","{'Role': 'Head coach', 'Name': 'Jonathan Gannon'}","{'Role': 'Assistant head coach/special teams coordinator', 'Name': 'Jeff Rodgers'}","{'Role': 'Offensive coordinator', 'Name': 'Drew Petzing'}","{'Role': 'Quarterbacks', 'Name': 'Israel Woolfork'}","{'Role': 'Running backs', 'Name': 'Autry Denson'}","{'Role': 'Passing game coordinator/wide receivers', 'Name': 'Drew Terrell'}","{'Role': 'Tight ends', 'Name': 'Ben Steele'}","{'Role': 'Offensive line', 'Name': 'Justin Frye'}","{'Role': 'Assistant offensive line', 'Name': 'Chris Cook'}","{'Role': 'Pass game specialist', 'Name': 'Connor Senger'}","{'Role': 'Offensive quality control', 'Name': 'Blaine Gautier'}","{'Role': 'Defensive coordinator', 'Name': 'Nick Rallis'}","{'Role': 'Defensive line', 'Name': 'Winston DeLattiboudere III'}","{'Role': 'Linebackers', 'Name': 'Cristian Garcia'}","{'Role': 'Outside linebackers', 'Name': 'Matt Feeney'}","{'Role': 'Defensive backs', 'Name': 'Patrick Toney'}","{'Role': 'Cornerbacks', 'Name': 'Ryan Smith'}","{'Role': 'Defensive quality control', 'Name': 'Ronald Booker'}","{'Role': 'Defensive quality control', 'Name': 'Alec Osborne'}","{'Role': 'Assistant special teams', 'Name': 'Sam Sewell'}","{'Role': 'Director, football performance', 'Name': 'Shea Thompson'}","{'Role': 'Head strength and conditioning', 'Name': 'Evan Marcus'}","{'Role': 'Assistant strength and conditioning', 'Name': 'Everrett Gathron'}","{'Role': 'Assistant strength and conditioning', 'Name': 'Jason Benguche'}","{'Role': 'Sports science coordinator/assistant strength and conditioning', 'Name': 'Kyle Sammons'}","{'Role': 'Senior reconditioning coordinator', 'Name': 'Buddy Morris'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['Atlanta Falcons', 2012]","{'Role': 'Owner/chairman', 'Name': 'Arthur Blank'}","{'Role': 'President/CEO', 'Name': 'Rich McKay'}","{'Role': 'General manager', 'Name': 'Thomas Dimitroff'}","{'Role': 'Director of player personnel', 'Name': 'Lionel Vital'}","{'Role': 'Director of pro scouting', 'Name': 'DeJuan Polk'}","{'Role': 'Director of football administration', 'Name': 'Nick Polk'}","{'Role': 'Head coach', 'Name': 'Mike Smith'}","{'Role': 'Offensive coordinator', 'Name': 'Dirk Koetter'}","{'Role': 'Quarterbacks', 'Name': 'Glenn Thomas'}","{'Role': 'Running backs', 'Name': 'Gerald Brown'}","{'Role': 'Wide receivers', 'Name': 'Terry Robiskie'}","{'Role': 'Tight ends', 'Name': 'Chris Scelfo'}","{'Role': 'Offensive line', 'Name': 'Pat Hill'}","{'Role': 'Assistant offensive line', 'Name': 'Paul Dunn'}","{'Role': 'Offensive assistant', 'Name': 'Andrew Weidinger'}","{'Role': 'Assistant to the head coach/offense', 'Name': 'Devin Bonik'}","{'Role': 'Defensive coordinator', 'Name': 'Mike Nolan'}","{'Role': 'Defensive line', 'Name': 'Ray Hamilton'}","{'Role': 'Linebackers', 'Name': 'Glenn Pires'}","{'Role': 'Defensive backs', 'Name': 'Joe Danna'}","{'Role': 'Secondary', 'Name': 'Tim Lewis'}","{'Role': 'Defensive assistant', 'Name': 'Mark Collins'}","{'Role': 'Special teams coordinator', 'Name': 'Keith Armstrong'}","{'Role': 'Assistant special teams', 'Name': 'Eric Sutulovich'}","{'Role': 'Director of athletic performance', 'Name': 'Jeff Fish'}","{'Role': 'Assistant strength and conditioning', 'Name': 'Jonas Beauchemin'}","{'Role': 'Assistant strength and conditioning', 'Name': 'A. J. Neibel'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['Arizona Cardinals', 2021]","{'Role': 'Owner', 'Name': 'Michael Bidwill'}","{'Role': 'Chairman/president', 'Name': 'Michael Bidwill'}","{'Role': 'General manager', 'Name': 'Steve Keim'}","{'Role': 'Vice president of player personnel', 'Name': 'Quentin Harris'}","{'Role': 'Vice president of pro scouting', 'Name': 'Adrian Wilson'}","{'Role': 'Vice president of football operations & facilities', 'Name': 'Matt Caracciolo'}","{'Role': 'Director of player personnel', 'Name': 'Dru Grigson'}","{'Role': 'Director of college scouting', 'Name': 'Chris Culmer'}","{'Role': 'Director of football administration', 'Name': 'Matt Harriss'}","{'Role': 'Head coach', 'Name': 'Kliff Kingsbury'}","{'Role': 'Assistant head coach/special teams coordinator', 'Name': 'Jeff Rodgers'}","{'Role': 'Quarterbacks', 'Name': 'Cameron Turner'}","{'Role': 'Running backs', 'Name': 'James Saxon'}","{'Role': 'Wide receivers', 'Name': 'Shawn Jefferson'}","{'Role': 'Assistant wide receivers', 'Name': 'Spencer Whipple'}","{'Role': 'Tight ends', 'Name': 'Steve Heiden'}","{'Role': 'Run game coordinator/offensive line', 'Name': 'Sean Kugler'}","{'Role': 'Assistant offensive line', 'Name': 'Brian Natkin'}","{'Role': 'Offensive assistant', 'Name': 'Jerry Sullivan and Don Shumpert'}","{'Role': 'Offensive quality control', 'Name': 'Jim Dray'}","{'Role': 'Defensive coordinator', 'Name': 'Vance Joseph'}","{'Role': 'Defensive line', 'Name': 'Brentson Buckner'}","{'Role': 'Linebackers', 'Name': 'Billy Davis'}","{'Role': 'Outside linebackers', 'Name': 'Charlie Bullen'}","{'Role': 'Defensive backs', 'Name': 'Marcus Robertson'}","{'Role': 'Cornerbacks', 'Name': 'Greg Williams'}","{'Role': 'Defensive assistant', 'Name': 'Rusty McKinney'}","{'Role': 'Defensive quality control', 'Name': 'Rob Grosso'}","{'Role': 'Assistant special teams', 'Name': 'Devin Fitzsimmons'}","{'Role': 'Strength and conditioning', 'Name': 'Buddy Morris'}","{'Role': 'Assistant strength and conditioning', 'Name': 'Mark Naylor'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['Atlanta Falcons', 2014]","{'Role': 'Owner/chairman', 'Name': 'Arthur Blank'}","{'Role': 'President/CEO', 'Name': 'Rich McKay'}","{'Role': 'General manager', 'Name': 'Thomas Dimitroff'}","{'Role': 'Assistant general manager', 'Name': 'Scott Pioli'}","{'Role': 'Director of player personnel', 'Name': 'Lionel Vital'}","{'Role': 'Director of football administration', 'Name': 'Nick Polk'}","{'Role': 'Director of pro scouting', 'Name': 'DeJuan Polk'}","{'Role': 'Director of college scouting', 'Name': 'Steve Sabo'}","{'Role': 'Head coach', 'Name': 'Mike Smith'}","{'Role': 'Assistant head coach/wide receivers', 'Name': 'Terry Robiskie'}","{'Role': 'Offensive coordinator', 'Name': 'Dirk Koetter'}","{'Role': 'Quarterbacks', 'Name': 'Glenn Thomas'}","{'Role': 'Running backs', 'Name': 'Gerald Brown'}","{'Role': 'Tight ends', 'Name': 'Chris Scelfo'}","{'Role': 'Offensive line', 'Name': 'Mike Tice'}","{'Role': 'Assistant offensive line', 'Name': 'Wade Harman'}","{'Role': 'Offensive assistant', 'Name': 'Andrew Weidinger'}","{'Role': 'Defensive coordinator', 'Name': 'Mike Nolan'}","{'Role': 'Defensive line', 'Name': 'Bryan Cox'}","{'Role': 'Inside linebackers', 'Name': 'Glenn Pires'}","{'Role': 'Outside linebackers', 'Name': 'Mark Collins'}","{'Role': 'Defensive backs', 'Name': 'Joe Danna'}","{'Role': 'Secondary', 'Name': 'Tim Lewis'}","{'Role': 'Defensive assistant', 'Name': 'Andrew Thacker'}","{'Role': 'Special teams coordinator', 'Name': 'Keith Armstrong'}","{'Role': 'Assistant special teams', 'Name': 'Eric Sutulovich'}","{'Role': 'Head strength and conditioning', 'Name': 'A.J. Neibel'}","{'Role': 'Strength and conditioning assistant', 'Name': 'Jonas Beauchemin'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['Arizona Cardinals', 2024]","{'Role': 'Owner/chairman/president', 'Name': 'Michael Bidwill'}","{'Role': 'General manager', 'Name': 'Monti Ossenfort'}","{'Role': 'Assistant general manager', 'Name': 'Dave Sears'}","{'Role': 'Vice president of football operations & facilities', 'Name': 'Matt Caracciolo'}","{'Role': 'Director of pro personnel', 'Name': 'Glen Fox'}","{'Role': 'Assistant director of player personnel', 'Name': 'Rob Kisiel'}","{'Role': 'Assistant director of college scouting', 'Name': 'Ryan Gold'}","{'Role': 'Director of football administration', 'Name': 'Matt Harriss'}","{'Role': 'Head coach', 'Name': 'Jonathan Gannon'}","{'Role': 'Assistant head coach/special teams coordinator', 'Name': 'Jeff Rodgers'}","{'Role': 'Offensive coordinator', 'Name': 'Drew Petzing'}","{'Role': 'Quarterbacks', 'Name': 'Israel Woolfork'}","{'Role': 'Assistant quarterbacks', 'Name': 'Connor Senger'}","{'Role': 'Running backs', 'Name': 'Autry Denson'}","{'Role': 'Passing game coordinator/wide receivers', 'Name': 'Drew Terrell'}","{'Role': 'Tight ends', 'Name': 'Ben Steele'}","{'Role': 'Offensive line', 'Name': 'Klayton Adams'}","{'Role': 'Assistant offensive line', 'Name': 'Chris Cook'}","{'Role': 'Pass game specialist', 'Name': 'Spencer Whipple'}","{'Role': 'Bill Bidwell coaching fellow', 'Name': 'Blaine Gautier'}","{'Role': 'Defensive coordinator', 'Name': 'Nick Rallis'}","{'Role': 'Defensive line', 'Name': 'Derrick LeBlanc'}","{'Role': 'Assistant defensive line', 'Name': 'William Peagler'}","{'Role': 'Linebackers', 'Name': 'Sam Siefkes'}","{'Role': 'Outside linebackers', 'Name': 'Rob Rodriguez'}","{'Role': 'Defensive backs', 'Name': 'Patrick Toney'}","{'Role': 'Cornerbacks', 'Name': 'Ryan Smith'}","{'Role': 'Defensive quality control', 'Name': 'Ronald Booker'}","{'Role': 'Assistant special teams', 'Name': 'Sam Sewell'}","{'Role': 'Assistant to the head coach', 'Name': 'Brandon Schwab'}","{'Role': 'Director, football strategy', 'Name': 'Kenny Bell'}","{'Role': 'Director, football performance', 'Name': 'Shea Thompson'}","{'Role': 'Coaching assistant', 'Name': 'Jay Razzano'}","{'Role': 'Strength and conditioning', 'Name': 'Buddy Morris'}","{'Role': 'Assistant strength and conditioning', 'Name': 'Mark Naylor'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['Arizona Cardinals', 2023]","{'Role': 'Owner/chairman/president', 'Name': 'Michael Bidwill'}","{'Role': 'General manager', 'Name': 'Monti Ossenfort'}","{'Role': 'Assistant general manager', 'Name': 'Dave Sears'}","{'Role': 'Vice president of player personnel', 'Name': 'Quentin Harris'}","{'Role': 'Vice president of football operations & facilities', 'Name': 'Matt Caracciolo'}","{'Role': 'Director of player personnel', 'Name': 'Dru Grigson'}","{'Role': 'Assistant director of player personnel', 'Name': 'Rob Kisiel'}","{'Role': 'Director of college scouting', 'Name': 'Ryan Gold'}","{'Role': 'Assistant director of college scouting', 'Name': 'Josh Scobey'}","{'Role': 'Director of football administration', 'Name': 'Matt Harriss'}","{'Role': 'Head coach', 'Name': 'Jonathan Gannon'}","{'Role': 'Assistant head coach/special teams coordinator', 'Name': 'Jeff Rodgers'}","{'Role': 'Offensive coordinator', 'Name': 'Drew Petzing'}","{'Role': 'Quarterbacks', 'Name': 'Israel Woolfork'}","{'Role': 'Running backs', 'Name': 'Autry Denson'}","{'Role': 'Passing game coordinator/wide receivers', 'Name': 'Drew Terrell'}","{'Role': 'Tight ends', 'Name': 'Ben Steele'}","{'Role': 'Offensive line', 'Name': 'Klayton Adams'}","{'Role': 'Assistant offensive line', 'Name': 'Chris Cook'}","{'Role': 'Pass game specialist', 'Name': 'Spencer Whipple'}","{'Role': 'Offensive quality control', 'Name': 'Connor Senger'}","{'Role': 'Bill Bidwell coaching fellow', 'Name': 'Blaine Gautier'}","{'Role': 'Defensive coordinator', 'Name': 'Nick Rallis'}","{'Role': 'Defensive line', 'Name': 'Derrick LeBlanc'}","{'Role': 'Assistant defensive line', 'Name': 'William Peagler'}","{'Role': 'Linebackers', 'Name': 'Sam Siefkes'}","{'Role': 'Outside linebackers', 'Name': 'Rob Rodriguez'}","{'Role': 'Defensive backs', 'Name': 'Patrick Toney'}","{'Role': 'Cornerbacks', 'Name': 'Ryan Smith'}","{'Role': 'Defensive quality control', 'Name': 'Ronald Booker'}","{'Role': 'Assistant special teams', 'Name': 'Sam Sewell'}","{'Role': 'Strength and conditioning', 'Name': 'Buddy Morris'}","{'Role': 'Assistant strength and conditioning', 'Name': 'Mark Naylor'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['Atlanta Falcons', 2015]","{'Role': 'Owner/chairman', 'Name': 'Arthur Blank'}","{'Role': 'President/CEO', 'Name': 'Rich McKay'}","{'Role': 'general manager', 'Name': 'Thomas Dimitroff'}","{'Role': 'Assistant general manager', 'Name': 'Scott Pioli'}","{'Role': 'Director of player personnel', 'Name': 'Lionel Vital'}","{'Role': 'Director of football administration', 'Name': 'Nick Polk'}","{'Role': 'Director of pro scouting', 'Name': 'DeJuan Polk'}","{'Role': 'Director of college scouting', 'Name': 'Steve Sabo'}","{'Role': 'Consultant', 'Name': 'Joe Banner'}","{'Role': 'Head coach', 'Name': 'Dan Quinn'}","{'Role': 'Assistant head coach/pass game coordinator', 'Name': 'Raheem Morris'}","{'Role': 'Assistant to the head coach', 'Name': 'Steve Scarnecchia'}","{'Role': 'Offensive coordinator', 'Name': 'Kyle Shanahan'}","{'Role': 'Quarterbacks', 'Name': 'Matt LaFleur'}","{'Role': 'Running backs', 'Name': 'Bobby Turner'}","{'Role': 'Wide receivers', 'Name': 'Terry Robiskie'}","{'Role': 'Tight ends', 'Name': 'Wade Harman'}","{'Role': 'Offensive line', 'Name': 'Chris Morgan'}","{'Role': 'Assistant offensive line', 'Name': 'Keith Carter'}","{'Role': 'Offensive assistant', 'Name': 'Mike LaFleur'}","{'Role': 'Offensive assistant', 'Name': 'Mike McDaniel'}","{'Role': 'Offensive quality control', 'Name': 'Rich Scangarello'}","{'Role': 'Defensive coordinator', 'Name': 'Richard Smith'}","{'Role': 'Defensive line', 'Name': 'Bryan Cox'}","{'Role': 'Linebackers', 'Name': 'Jeff Ulbrich'}","{'Role': 'Senior defensive assistant/secondary', 'Name': 'Marquand Manuel'}","{'Role': 'Defensive assistant/linebackers', 'Name': 'Doug Mallory'}","{'Role': 'Defensive assistant/defensive backs', 'Name': 'Chad Walker'}","{'Role': 'Special teams coordinator', 'Name': 'Keith Armstrong'}","{'Role': 'Assistant special teams', 'Name': 'Eric Sutulovich'}","{'Role': 'Head strength and conditioning', 'Name': 'A.J. Neibel'}","{'Role': 'Strength and conditioning assistant', 'Name': 'Jonas Beauchemin'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['Atlanta Falcons', 2021]","{'Role': 'Owner/chairman', 'Name': 'Arthur Blank'}","{'Role': 'President/CEO', 'Name': 'Rich McKay'}","{'Role': 'General manager', 'Name': 'Terry Fontenot'}","{'Role': 'Vice president of player personnel', 'Name': 'Kyle Smith'}","{'Role': 'Director of pro personnel', 'Name': 'Shepley Heard'}","{'Role': 'Director of coaching operations', 'Name': 'Brian Griffin'}","{'Role': 'Director of college scouting', 'Name': 'Anthony Robinson'}","{'Role': 'Director of player personnel', 'Name': 'Steve Sabo'}","{'Role': 'Senior director of football administration', 'Name': 'Chris Olsen'}","{'Role': 'National scouts', 'Name': 'Ruston Webster , Phil Emery , and Joel Collier'}","{'Role': 'Head coach', 'Name': 'Arthur Smith'}","{'Role': 'Offensive coordinator', 'Name': 'Dave Ragone'}","{'Role': 'Quarterbacks', 'Name': 'Charles London'}","{'Role': 'Running backs', 'Name': 'Des Kitchings'}","{'Role': 'Wide receivers', 'Name': 'Dave Brock'}","{'Role': 'Tight ends', 'Name': 'Justin Peelle'}","{'Role': 'Offensive line', 'Name': 'Dwayne Ledford'}","{'Role': 'Assistant offensive line', 'Name': 'Chandler Henley'}","{'Role': 'Offensive assistant', 'Name': 'Danny Breyer'}","{'Role': 'Passing game specialist', 'Name': 'T. J. Yates'}","{'Role': 'Defensive coordinator', 'Name': 'Dean Pees'}","{'Role': 'Defensive line', 'Name': 'Gary Emanuel'}","{'Role': 'Linebackers', 'Name': 'Frank Bush'}","{'Role': 'Outside linebackers', 'Name': 'Ted Monachino'}","{'Role': 'Secondary', 'Name': 'Jon Hoke'}","{'Role': 'Assistant defensive backs', 'Name': 'Nick Perry'}","{'Role': 'Defensive assistant', 'Name': 'Lanier Goethie'}","{'Role': 'Defensive assistant', 'Name': 'Matt Pees'}","{'Role': 'Special teams coordinator', 'Name': 'Marquice Williams'}","{'Role': 'Senior assistant', 'Name': 'Steve Hoffman'}","{'Role': 'Head strength and conditioning', 'Name': 'Thomas Stallworth'}","{'Role': 'Assistant strength and conditioning', 'Name': 'Bobby Thomas'}","{'Role': 'Assistant strength and conditioning', 'Name': 'Roderick Moore Jr'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['Atlanta Falcons', 2019]","{'Role': 'Owner/chairman', 'Name': 'Arthur Blank'}","{'Role': 'President/CEO', 'Name': 'Rich McKay'}","{'Role': 'General manager', 'Name': 'Thomas Dimitroff'}","{'Role': 'Director of pro personnel', 'Name': 'Joel Collier'}","{'Role': 'Director of football operations', 'Name': 'Nick Polk'}","{'Role': 'Director of college scouting', 'Name': 'Steve Sabo'}","{'Role': 'National scouts', 'Name': 'Ruston Webster and Phil Emery'}","{'Role': 'Head coach', 'Name': 'Dan Quinn'}","{'Role': 'Assistant head coach/offensive passing game coordinator/wide receivers', 'Name': 'Raheem Morris'}","{'Role': 'Assistant to the head coach', 'Name': 'Steve Scarnecchia'}","{'Role': 'Offensive coordinator', 'Name': 'Dirk Koetter'}","{'Role': 'Quarterbacks', 'Name': 'Greg Knapp'}","{'Role': 'Running backs', 'Name': 'Dave Brock'}","{'Role': 'Tight ends', 'Name': 'Mike Mularkey'}","{'Role': 'Offensive line', 'Name': 'Chris Morgan'}","{'Role': 'Offensive line assistant', 'Name': 'Bob Kronenberg'}","{'Role': 'Offensive assistant', 'Name': 'Will Harriger'}","{'Role': 'Offensive assistant', 'Name': 'Ben Steele'}","{'Role': 'Defensive line', 'Name': 'Jess Simpson'}","{'Role': 'Assistant defensive line', 'Name': 'Travis Jones'}","{'Role': 'Linebackers', 'Name': 'Jeff Ulbrich'}","{'Role': 'Defensive passing game coordinator/secondary', 'Name': 'Jerome Henderson'}","{'Role': 'Defensive backs', 'Name': 'Doug Mallory'}","{'Role': 'Senior assistant', 'Name': 'Bob Sutton'}","{'Role': 'Defensive assistant', 'Name': 'Aden Durde'}","{'Role': 'Defensive assistant', 'Name': 'Chad Walker'}","{'Role': 'Special teams coordinator', 'Name': 'Ben Kotwica'}","{'Role': 'Assistant special teams', 'Name': 'Mayur Chaudhari'}","{'Role': 'Assistant special teams/offensive assistant', 'Name': 'Bernie Parmalee'}","{'Role': 'Head strength and conditioning', 'Name': 'Jesse Ackerman'}","{'Role': 'Assistant strength and conditioning', 'Name': 'Jonas Beauchemin'}","{'Role': 'Assistant strength', 'Name': 'Brandon Ireland'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
